,0165_10,0165_11,0165_12,0165_13,0165_14,0165_15,0165_16,0165_17,0165_18,0165_19,0165_20,0165_21,0165_22,0165_23,0165_24,0165_25,0165_26,0165_27,0165_28,0165_29,0165_30,internetP,label
ca_0000478,52267,36206,422,9028,1166,7862,9713,2102,7611,8907,3022,5885,694,122,572,5342,2435,2907,2100,1919,14142,0.692712418926,train
wv_0000029,67382,43363,784,11120,3394,7726,21059,8959,12100,684,221,463,1994,733,1261,3970,1690,2280,3752,3309,20710,0.643539817755,train
wi_0000106,43390,37846,505,6200,2385,3815,23543,9581,13962,1054,513,541,461,140,321,2920,1443,1477,3163,849,4695,0.872228624107,train
ga_0000088,43964,34711,108,5981,2706,3275,21612,7414,14198,633,252,381,440,290,150,3662,1440,2222,2275,986,8267,0.789532344646,train
wa_0000118,44445,38385,462,4466,1722,2744,21119,10814,10305,5174,2630,2544,635,265,370,5070,3193,1877,1459,702,5358,0.863651704354,train
ca_0000348,59803,41512,1654,13949,3083,10866,12398,3279,9119,333,176,157,5151,1723,3428,3745,1737,2008,4282,2304,15987,0.69414577864,train
ny_0000174,55977,43757,600,3839,1053,2786,34878,10787,24091,413,131,282,752,256,496,2408,1028,1380,867,2072,10148,0.781696053736,train
wi_0000077,57927,40578,1334,16854,5465,11389,8738,3645,5093,671,243,428,4649,1232,3417,4609,1575,3034,3723,1974,15375,0.700502356414,train
fl_0000228,42003,32579,203,7821,2087,5734,16988,6376,10612,1842,1224,618,369,129,240,3814,1981,1833,1542,2214,7210,0.775635073685,train
tx_0000270,49880,33590,269,6586,2887,3699,16530,7939,8591,1766,1045,721,1316,339,977,4429,1988,2441,2694,1334,14956,0.673416198877,train
ca_0000485,26645,19154,243,5187,2231,2956,7369,4074,3295,1009,460,549,420,201,219,1969,1064,905,2957,1019,6472,0.718859072997,train
ca_0000432,70300,61581,240,11446,5379,6067,34492,17313,17179,3107,1810,1297,954,926,28,9980,6552,3428,1362,1388,7331,0.875974395448,train
ny_0000234,77801,69279,233,4473,1861,2612,45111,25841,19270,11385,7675,3710,393,256,137,5742,2692,3050,1942,2913,5609,0.890464132852,train
tx_0000199,64870,49405,899,12203,3722,8481,18676,8598,10078,3860,1712,2148,2132,741,1391,7267,3982,3285,4368,4438,11027,0.761600123324,train
ok_0000038,63424,38429,652,13929,6305,7624,7071,2246,4825,570,381,189,5164,1801,3363,4120,2054,2066,6923,4013,20982,0.605906281534,train
oh_0000170,40147,22018,1006,5652,1813,3839,7526,2892,4634,698,214,484,3227,1270,1957,2049,470,1579,1860,3850,14279,0.548434503201,train
ma_0000094,44491,39534,0,2643,712,1931,17486,7443,10043,12882,5560,7322,72,0,72,5574,3230,2344,877,1209,3748,0.888584208042,train
tx_0000303,54181,41102,243,11939,2913,9026,15977,6300,9677,2001,1143,858,1080,205,875,6837,3409,3428,3025,2565,10514,0.758605415182,train
fl_0000245,43355,40183,257,4445,1211,3234,23969,8770,15199,697,392,305,333,116,217,9445,3999,5446,1037,245,2927,0.926836581709,train
ca_0000385,38266,27654,360,7510,1743,5767,9543,3621,5922,2243,313,1930,803,564,239,6282,1286,4996,913,1373,9239,0.722678095437,train
ny_0000186,39808,34871,92,887,232,655,22105,12728,9377,6575,3958,2617,279,197,82,4296,3112,1184,637,708,4229,0.875979702572,train
co_0000071,42577,34592,579,5494,1309,4185,20183,5517,14666,279,203,76,774,165,609,3945,1403,2542,3338,1741,6244,0.812457430068,train
il_0000160,52556,42166,610,7510,2697,4813,24961,12512,12449,125,59,66,1339,855,484,3747,2056,1691,3874,1107,9283,0.802306111576,train
ga_0000110,53564,35142,858,15575,3508,12067,9527,2095,7432,784,265,519,1282,625,657,4613,2140,2473,2503,2166,16256,0.65607497573,train
ca_0000438,43663,36978,256,7916,4078,3838,18386,11384,7002,1934,1178,756,629,165,464,5735,3549,2186,2122,1486,5199,0.846895540847,train
fl_0000191,60256,48946,333,2396,714,1682,22106,5692,16414,13790,5446,8344,631,355,276,8713,4133,4580,977,2635,8675,0.812300849708,train
fl_0000233,31154,25151,311,6401,1139,5262,13445,2131,11314,815,266,549,968,154,814,2636,1620,1016,575,430,5573,0.807312062656,train
ca_0000344,48507,29625,676,6943,2435,4508,10870,3473,7397,1142,655,487,811,328,483,6838,2810,4028,2345,3639,15243,0.610736594718,train
fl_0000288,62882,50645,522,5165,996,4169,23072,6578,16494,11458,4870,6588,714,243,471,8200,4414,3786,1514,2372,9865,0.805397411024,train
fl_0000249,43401,33177,93,4753,1190,3563,21973,8003,13970,934,575,359,284,192,92,3697,1706,1991,1443,1500,8724,0.764429391028,train
mi_0000165,41629,26645,327,3436,1139,2297,17537,5520,12017,355,70,285,1025,455,570,2745,1475,1270,1220,4552,10432,0.640058612986,train
ny_0000222,47358,30107,177,1883,578,1305,20127,4774,15353,608,125,483,346,44,302,4347,2299,2048,2619,3242,14009,0.635732083281,train
tx_0000401,31468,20907,0,4798,1594,3204,6717,3488,3229,309,69,240,1634,494,1140,3269,2144,1125,4180,1241,9320,0.664389220796,train
mo_0000098,84278,56842,364,17262,6864,10398,20089,7467,12622,7382,2238,5144,1078,329,749,6428,2707,3721,4239,5541,21895,0.674458340255,train
nj_0000126,47485,40628,135,2835,713,2122,26645,9105,17540,6349,2076,4273,176,85,91,3951,2146,1805,537,1594,5263,0.855596504159,train
ut_0000043,29323,22318,296,5016,1592,3424,10717,3486,7231,273,34,239,1719,41,1678,2654,1293,1361,1643,1773,5232,0.761109027044,train
va_0000118,88110,59676,1161,4847,1792,3055,26836,9882,16954,13380,5810,7570,734,215,519,5294,2742,2552,7424,5768,22666,0.677289751447,train
tx_0000375,31169,20549,289,3220,1851,1369,6950,2447,4503,707,395,312,1577,891,686,2088,1002,1086,5718,1249,9371,0.659276845584,train
oh_0000126,40475,31049,912,7920,2531,5389,15310,5955,9355,562,278,284,333,82,251,4796,879,3917,1216,892,8534,0.767115503397,train
il_0000213,44561,30559,647,5849,2117,3732,16131,6475,9656,614,256,358,464,193,271,4441,1842,2599,2413,4599,9403,0.685779044456,train
ca_0000554,43625,36885,329,11059,5755,5304,15148,9570,5578,1490,876,614,2119,994,1125,3573,1982,1591,3167,746,5994,0.845501432665,train
tx_0000284,51726,38286,534,9572,4180,5392,18082,6831,11251,413,99,314,1930,1062,868,3769,2079,1690,3986,1941,11499,0.740169353903,train
va_0000090,83333,58888,1104,14694,4018,10676,27412,12478,14934,2537,1053,1484,3473,1010,2463,5441,2744,2697,4227,4654,19791,0.706658826635,train
ca_0000376,54085,46590,828,7694,2921,4773,24373,16571,7802,7372,5179,2193,265,242,23,4319,2930,1389,1739,1569,5926,0.861421835999,train
or_0000056,41969,31224,1306,11341,4676,6665,6824,2651,4173,306,141,165,3142,645,2497,4416,1934,2482,3889,2292,8453,0.743977697825,train
nc_0000142,43513,31927,242,3859,1403,2456,19064,7775,11289,2110,669,1441,964,243,721,3546,1810,1736,2142,2486,9100,0.733734745938,train
nj_0000087,38384,32535,102,1002,259,743,19075,9323,9752,9178,4514,4664,63,34,29,2540,1747,793,575,1278,4571,0.8476187995,train
ca_0000339,38935,25995,509,7724,3446,4278,8116,3835,4281,359,47,312,2241,960,1281,2276,1266,1010,4770,2208,10732,0.667651213561,train
ca_0000415,56642,39276,604,10100,5085,5015,14818,7324,7494,1839,1130,709,1364,1017,347,7250,5108,2142,3301,3708,13658,0.693407718654,train
ny_0000164,42119,31209,363,11241,3746,7495,13807,3520,10287,462,119,343,1407,501,906,1990,825,1165,1939,1491,9419,0.740972007882,train
tx_0000260,34263,17967,439,5461,1644,3817,5309,2088,3221,215,159,56,480,51,429,2448,950,1498,3615,1543,14753,0.524384905,train
nv_0000032,42412,36501,391,9891,4179,5712,13062,6205,6857,1549,857,692,726,342,384,9059,4956,4103,1823,1576,4335,0.860629067245,train
al_0000076,47981,20376,816,6759,2221,4538,3972,1531,2441,159,61,98,2097,348,1749,3993,1539,2454,2580,2276,25329,0.424668097789,train
in_0000132,54266,37960,1198,6418,1734,4684,16852,8403,8449,470,237,233,2788,685,2103,6435,2934,3501,3799,1924,14382,0.699517193086,train
va_0000102,54509,46672,67,4454,1822,2632,22123,11112,11011,9600,5675,3925,907,425,482,7083,3995,3088,2438,1415,6422,0.856225577428,train
tx_0000272,43376,31072,208,4791,1432,3359,16552,5196,11356,376,0,376,2832,859,1973,2530,1169,1361,3783,1381,10923,0.716340833641,train
ca_0000325,51114,46433,152,10799,6120,4679,26954,16898,10056,958,508,450,519,158,361,5352,3663,1689,1699,1091,3590,0.90842039363,train
tn_0000086,52500,32931,527,7358,2111,5247,11123,3157,7966,3968,942,3026,2365,468,1897,3369,1109,2260,4221,3338,16231,0.627257142857,train
in_0000098,49184,36737,259,3101,725,2376,15718,6283,9435,10618,4830,5788,206,68,138,4296,1357,2939,2539,2424,10023,0.746929895901,train
pa_0000136,54986,42512,1138,11890,3856,8034,21658,9395,12263,1069,284,785,1645,976,669,3486,2045,1441,1626,1982,10492,0.773142254392,train
nc_0000119,43561,33812,89,6926,1701,5225,19776,7096,12680,675,407,268,262,138,124,3448,1788,1660,2636,1712,8037,0.776198893506,train
nj_0000127,46625,40707,319,3406,1043,2363,26293,9831,16462,6039,2493,3546,602,171,431,3526,1934,1592,522,797,5121,0.873072386059,train
tn_0000076,41067,30193,371,5300,1129,4171,16289,6792,9497,776,349,427,1017,200,817,2568,1626,942,3872,1050,9824,0.735213188205,train
tx_0000317,35639,24022,380,8996,1882,7114,7804,2537,5267,615,87,528,1294,341,953,3238,1317,1921,1695,1273,10344,0.674036869721,train
nj_0000109,43750,36008,296,1492,329,1163,21439,6177,15262,8110,2690,5420,458,0,458,3398,2300,1098,815,1535,6207,0.82304,train
tx_0000231,33988,25711,51,3156,1599,1557,10068,3549,6519,5066,2120,2946,327,0,327,3007,1071,1936,4036,2155,6122,0.756472872779,train
pa_0000166,42151,35308,442,1725,763,962,17196,6902,10294,11260,4992,6268,109,0,109,4345,2753,1592,231,1176,5667,0.837655097151,train
mi_0000108,55099,35630,1319,7655,1781,5874,15986,4647,11339,497,110,387,3559,710,2849,2757,793,1964,3857,1904,17565,0.646654204251,train
al_0000083,55264,28824,1081,8871,2414,6457,9008,2574,6434,285,111,174,2153,367,1786,2788,938,1850,4638,3081,23359,0.521569195136,train
id_0000025,48341,35285,1550,9489,1746,7743,10073,2528,7545,595,107,488,5886,1085,4801,3285,1445,1840,4407,2368,10688,0.729918702551,train
ca_0000391,31280,17968,306,7653,1468,6185,4402,1240,3162,469,192,277,352,138,214,2736,860,1876,2050,1724,11588,0.57442455243,train
ky_0000061,48445,34870,371,6531,2590,3941,17192,8579,8613,85,45,40,2246,605,1641,3324,1835,1489,5121,2190,11385,0.719785323563,train
nv_0000031,71387,51752,780,13404,6052,7352,18713,7050,11663,2137,1141,996,566,176,390,13290,8262,5028,2862,2997,16638,0.724949920854,train
nc_0000163,41339,21880,763,7347,1858,5489,6684,2345,4339,1221,437,784,885,345,540,3621,1275,2346,1359,2206,17253,0.529282275817,train
ca_0000454,51666,36815,1789,4773,926,3847,12933,2282,10651,10481,2430,8051,926,184,742,3915,1400,2515,1998,3771,11080,0.712557581388,train
sc_0000077,74931,57587,427,13914,2953,10961,30585,10023,20562,1182,365,817,1476,676,800,7224,3633,3591,2779,3687,13657,0.768533717687,train
ny_0000140,39871,23878,195,3353,1574,1779,14178,5274,8904,343,110,233,914,295,619,1944,772,1172,2951,2074,13919,0.598881392491,train
nc_0000132,55935,34033,897,11887,3635,8252,9811,2310,7501,1076,123,953,2786,733,2053,3714,1993,1721,3862,2074,19828,0.60843836596,train
ga_0000134,48298,28694,492,16002,3440,12562,4573,858,3715,693,44,649,1534,207,1327,3540,1525,2015,1860,3824,15780,0.594103275498,train
ca_0000310,55331,49307,500,12354,6979,5375,24848,15328,9520,2218,1397,821,805,587,218,6408,4665,1743,2174,933,5091,0.89112793913,train
ne_0000027,42512,27861,449,7134,2213,4921,10715,3077,7638,809,140,669,1476,386,1090,3115,1653,1462,4163,1782,12869,0.655367896123,train
tx_0000399,28185,12248,309,2099,541,1558,3968,1260,2708,118,118,0,567,0,567,1288,501,787,3899,1496,14441,0.434557388682,train
ny_0000262,44535,32503,318,5834,188,5646,20880,3719,17161,2266,279,1987,735,111,624,1653,694,959,817,1082,10950,0.729830470417,train
az_0000079,32645,16109,136,3316,982,2334,9369,2702,6667,199,46,153,309,177,132,1824,556,1268,956,2962,13574,0.493459947925,train
ca_0000365,61998,52167,326,14072,4017,10055,18152,6962,11190,2177,1027,1150,2563,2182,381,13502,3154,10348,1375,861,8970,0.841430368722,train
co_0000086,36999,30712,238,8474,2260,6214,12770,5344,7426,326,129,197,2689,1099,1590,3479,2227,1252,2736,1170,5117,0.830076488554,train
tx_0000309,42340,23699,182,5531,936,4595,9864,2779,7085,1072,455,617,882,186,696,3097,1857,1240,3071,2367,16274,0.559730751063,train
mi_0000152,72001,54994,478,8959,3165,5794,35129,11774,23355,1667,801,866,423,46,377,5563,2502,3061,2775,3277,13730,0.763794947292,train
ga_0000140,49740,39729,223,8290,2536,5754,18371,7767,10604,1072,379,693,633,279,354,8876,3814,5062,2264,3159,6852,0.798733413752,train
la_0000066,39996,22548,403,4902,1007,3895,9501,3553,5948,374,78,296,1936,437,1499,3459,910,2549,1973,2198,15250,0.563756375638,train
md_0000054,45044,37159,383,4882,1745,3137,26142,10896,15246,687,217,470,289,223,66,2939,1924,1015,1837,1387,6498,0.824948938815,train
ky_0000048,61503,44938,804,13038,4541,8497,15490,6913,8577,181,105,76,1268,806,462,11445,5397,6048,2712,2144,14421,0.730663544868,train
tx_0000308,26832,12602,329,4390,620,3770,3845,591,3254,93,41,52,539,226,313,947,336,611,2459,1693,12537,0.469663088849,train
nv_0000036,48190,40575,222,5798,2522,3276,22744,9817,12927,500,341,159,999,395,604,5748,4230,1518,4564,1993,5622,0.841979663831,train
al_0000075,40528,27183,230,3484,1549,1935,9537,4481,5056,1088,666,422,566,359,207,2725,1485,1240,9553,1247,12098,0.67072147651,train
ky_0000060,76096,63153,122,10459,4499,5960,36102,18768,17334,884,332,552,1370,504,866,10394,5437,4957,3822,2952,9991,0.829912216148,train
fl_0000215,36591,30908,212,4326,1540,2786,14176,2613,11563,891,426,465,984,182,802,3708,1693,2015,6611,701,4982,0.844688584625,train
wa_0000125,49778,39452,534,7943,2720,5223,21673,10893,10780,402,205,197,1200,250,950,4159,2088,2071,3541,2493,7833,0.79255896179,train
ny_0000155,52918,40228,467,7240,2293,4947,24615,11667,12948,301,40,261,1408,729,679,3935,2662,1273,2262,1921,10769,0.760195018708,train
pa_0000107,56729,47362,861,10679,3452,7227,27184,10034,17150,718,304,414,2043,182,1861,3818,1724,2094,2059,923,8444,0.834881630207,train
ca_0000370,55670,42680,267,12148,4169,7979,20605,6960,13645,1630,771,859,419,126,293,5646,3024,2622,1965,1361,11629,0.766660679001,train
al_0000069,45054,25534,254,7461,2210,5251,10799,4491,6308,878,298,580,278,76,202,4651,1708,2943,1213,2914,16606,0.566742131664,train
tx_0000392,44358,33833,69,2717,1222,1495,19496,9503,9993,728,422,306,1603,286,1317,4019,2785,1234,5201,1587,8938,0.762726002074,train
oh_0000163,54965,36684,724,8082,2055,6027,19532,5677,13855,367,210,157,1793,381,1412,3289,1586,1703,2897,2420,15861,0.667406531429,train
ak_0000020,58041,51383,652,8303,3815,4488,31107,16246,14861,147,147,0,1515,722,793,6285,4063,2222,3374,1674,4984,0.885287986079,train
oh_0000114,41931,32933,484,6461,1403,5058,17579,3822,13757,2312,937,1375,560,0,560,3473,1460,2013,2064,1183,7815,0.785409363001,train
nj_0000122,40559,32722,213,1552,859,693,16789,5566,11223,7071,2744,4327,396,301,95,6023,3768,2255,678,2068,5769,0.806775314973,train
ca_0000425,34962,23813,936,5406,1740,3666,5870,3690,2180,656,396,260,3308,1040,2268,3830,1533,2297,3807,918,10231,0.681110920428,train
mn_0000071,57623,43169,608,7522,2369,5153,22719,7114,15605,1783,706,1077,2415,746,1669,4452,1771,2681,3670,3186,11268,0.749162660743,train
az_0000066,46737,40928,300,4214,1823,2391,28371,12319,16052,406,75,331,1421,454,967,3740,2049,1691,2476,1603,4206,0.875708753236,train
ca_0000514,59924,48984,364,10921,6253,4668,29637,19839,9798,625,388,237,718,269,449,4331,2587,1744,2388,1592,9348,0.817435418196,train
in_0000106,39311,26137,518,7767,2225,5542,11277,3649,7628,699,165,534,931,201,730,2672,1358,1314,2273,849,12325,0.664877515199,train
az_0000106,35478,23675,370,6198,1284,4914,10057,2528,7529,403,188,215,2370,803,1567,2891,1022,1869,1386,2281,9522,0.667314955747,train
nc_0000146,49764,39562,446,10661,4747,5914,22188,9672,12516,470,238,232,510,83,427,3555,2241,1314,1732,1989,8213,0.794992363958,train
oh_0000100,43600,31712,694,4363,1930,2433,19263,5969,13294,43,0,43,1373,421,952,3752,2419,1333,2224,2607,9281,0.727339449541,train
pr_0000068,34750,17478,741,5637,689,4948,5338,1438,3900,219,0,219,1446,513,933,1399,888,511,2698,589,16683,0.502964028777,train
mn_0000103,50745,37620,831,9764,3287,6477,13291,5648,7643,1736,838,898,3014,795,2219,3355,1509,1846,5629,1541,11584,0.741353827963,train
ma_0000082,38499,25604,211,3887,982,2905,18038,6212,11826,474,190,284,607,141,466,1802,1257,545,585,2026,10869,0.665056235227,train
al_0000071,62023,43900,707,12957,3884,9073,16647,5464,11183,1411,411,1000,982,348,634,8292,3757,4535,2904,3332,14791,0.70780194444,train
il_0000211,45604,23574,259,4866,2215,2651,10298,3412,6886,617,491,126,423,45,378,2994,1638,1356,4117,4022,18008,0.516928339619,train
nc_0000141,60068,53325,298,8395,3727,4668,32087,14384,17703,2989,2086,903,710,277,433,5859,4548,1311,2987,1371,5372,0.887743890258,train
fl_0000169,69035,51645,952,12354,4470,7884,25683,6513,19170,1284,422,862,2181,412,1769,6358,3625,2733,2833,4235,13155,0.748098790469,train
tx_0000217,42452,40560,432,7168,3766,3402,12677,5445,7232,14767,7284,7483,396,244,152,3604,2460,1144,1516,147,1745,0.955432017337,train
ky_0000040,45541,34516,441,5155,2115,3040,19643,8579,11064,221,0,221,1227,344,883,2584,1842,742,5245,3746,7279,0.757910454316,train
il_0000150,54161,40104,410,8149,3052,5097,21839,10338,11501,2842,1701,1141,918,369,549,2109,1096,1013,3837,1555,12502,0.740459001865,train
ia_0000042,52312,40592,286,3356,1025,2331,19217,7732,11485,7756,4452,3304,744,437,307,6837,4203,2634,2396,1190,10530,0.775959626854,train
ny_0000204,39252,34232,161,877,332,545,22003,6534,15469,7375,2486,4889,57,42,15,3522,2179,1343,237,1847,3173,0.872108427596,train
ky_0000058,38984,30001,351,6455,2910,3545,12344,6216,6128,1635,801,834,2935,766,2169,3664,2215,1449,2617,884,8099,0.769572132157,train
ga_0000094,51364,44074,142,8280,3181,5099,21437,10353,11084,1903,925,978,887,652,235,8903,5363,3540,2522,2158,5132,0.858071801262,train
ca_0000494,48413,42069,682,6340,2580,3760,25115,11933,13182,1553,1036,517,1135,306,829,6256,4251,2005,988,1168,5176,0.86896081631,train
ca_0000515,62851,47133,79,10828,5757,5071,23756,13825,9931,2847,2304,543,991,767,224,6866,4267,2599,1766,2902,12816,0.749916469109,train
ia_0000053,46635,37977,677,11925,6816,5109,15861,7534,8327,577,183,394,1121,571,550,4026,2263,1763,3790,2691,5967,0.814345448697,train
fl_0000149,41392,32397,280,9553,4460,5093,15152,8036,7116,427,162,265,1415,689,726,3236,1582,1654,2334,2296,6699,0.782687475841,train
la_0000070,40762,31305,0,2797,1000,1797,12558,5207,7351,10310,5221,5089,88,0,88,3290,1533,1757,2262,2758,6699,0.767994700947,train
ar_0000041,81198,60265,432,14029,3134,10895,33002,9320,23682,2194,752,1442,2108,749,1359,5077,2081,2996,3423,3801,17132,0.742198083697,train
mo_0000088,52074,43420,357,12050,6106,5944,19708,9385,10323,3220,1068,2152,1100,264,836,5075,3410,1665,1910,817,7837,0.833813419365,train
ca_0000553,45116,36102,530,6604,2509,4095,17916,9391,8525,1725,631,1094,1108,209,899,4765,2631,2134,3454,2657,6357,0.800203918787,train
il_0000192,50823,44674,504,9173,4956,4217,23694,13277,10417,1472,1143,329,988,816,172,7389,4986,2403,1454,963,5186,0.879011471184,train
ks_0000048,67940,58771,241,6241,2995,3246,39434,21686,17748,2951,1978,973,645,459,186,5296,2553,2743,3963,1269,7900,0.865042684722,train
wa_0000102,70611,62138,564,9643,5384,4259,38795,21095,17700,438,236,202,843,686,157,7945,6127,1818,3910,2652,5821,0.880004531872,train
il_0000176,44931,39986,285,7670,4249,3421,24208,13610,10598,1583,1293,290,557,246,311,3709,2149,1560,1974,1091,3854,0.889942356057,train
tx_0000240,40322,29675,94,7172,2848,4324,9457,3370,6087,4698,2315,2383,484,114,370,6359,2706,3653,1411,883,9764,0.735950597689,train
mi_0000151,61667,56245,299,6553,2915,3638,38819,20403,18416,1976,1042,934,583,200,383,5832,4195,1637,2183,1209,4213,0.91207615094,train
va_0000125,50166,43414,194,3329,588,2741,18547,7907,10640,11926,6346,5580,239,26,213,7988,3575,4413,1191,759,5993,0.86540684926,train
oh_0000131,48584,33375,1165,6039,1038,5001,16555,4279,12276,1026,221,805,1686,222,1464,2997,1613,1384,3907,3567,11642,0.686954552939,train
tn_0000083,46012,35212,83,5154,1119,4035,11806,4746,7060,13067,3627,9440,157,0,157,3378,1665,1713,1567,858,9942,0.765278622968,train
fl_0000277,46313,35966,438,3443,845,2598,23779,8473,15306,1210,861,349,281,82,199,4727,2269,2458,2088,1407,8940,0.776585407985,train
ny_0000269,38752,26512,265,2859,354,2505,7916,1477,6439,10606,2100,8506,387,51,336,3193,1738,1455,1286,1452,10788,0.684145334434,train
pa_0000170,39360,32250,131,3176,889,2287,15848,4833,11015,9744,4765,4979,245,150,95,2662,1443,1219,444,946,6164,0.819359756098,train
md_0000078,41739,35895,30,3303,558,2745,8807,3556,5251,14164,5410,8754,423,170,253,8491,4482,4009,677,1235,4609,0.85998706246,train
nc_0000124,40989,26178,727,9834,3532,6302,7855,2496,5359,1787,588,1199,832,198,634,3915,1991,1924,1228,1042,13769,0.638659152456,train
nc_0000166,40047,31549,321,4203,1842,2361,20425,10791,9634,258,189,69,494,53,441,2805,1399,1406,3043,1496,7002,0.78779933578,train
wy_0000019,45451,34622,574,12981,5075,7906,9056,3230,5826,580,456,124,3478,654,2824,3897,1835,2062,4056,1864,8965,0.761743415986,train
tx_0000223,43601,41635,296,3844,1553,2291,9053,4218,4835,20921,10670,10251,480,266,214,5560,3073,2487,1481,858,1108,0.954909291071,train
co_0000074,57801,44848,45,9563,4267,5296,24358,10252,14106,1026,379,647,1135,583,552,5413,2935,2478,3308,1408,11545,0.775903531081,train
oh_0000103,62918,51986,1116,13164,5408,7756,26800,10328,16472,411,25,386,1142,559,583,5214,2890,2324,4139,2372,8560,0.826250039734,train
tx_0000273,52655,40576,220,5770,2990,2780,21302,10300,11002,1468,884,584,1968,738,1230,5903,4035,1868,3945,4062,8017,0.770601082518,train
tx_0000194,62941,39476,657,12132,3256,8876,11255,2917,8338,1595,665,930,3582,1490,2092,6919,3506,3413,3336,3085,20380,0.627190543525,train
fl_0000296,49937,34903,249,4544,998,3546,21434,7368,14066,1331,399,932,859,312,547,3205,1785,1420,3281,1160,13874,0.698940665238,train
il_0000180,51704,45884,86,7807,3590,4217,27865,15024,12841,1350,614,736,600,412,188,5224,3222,2002,2952,1251,4569,0.887436175151,train
nc_0000125,43539,27365,1539,7932,2634,5298,13150,3549,9601,206,79,127,1038,165,873,1991,1006,985,1509,943,15231,0.628516961804,train
ga_0000155,35864,31642,207,10139,4592,5547,12779,5385,7394,859,350,509,952,468,484,3273,2195,1078,3433,687,3535,0.88227749275,train
id_0000033,43717,34547,1150,11020,3841,7179,14481,6410,8071,448,274,174,731,297,434,3040,1462,1578,3677,2386,6784,0.790241782373,train
ct_0000054,39100,35719,263,2753,1056,1697,27574,13226,14348,917,643,274,238,238,0,3252,2298,954,722,393,2988,0.913529411765,train
ca_0000379,58884,53932,466,16607,6191,10416,28245,10219,18026,1242,883,359,598,381,217,5848,3236,2612,926,832,4120,0.915902452279,train
ny_0000142,37805,32269,518,4046,1366,2680,23751,10005,13746,106,106,0,181,26,155,2033,1205,828,1634,820,4716,0.853564343341,train
ca_0000491,63219,52445,510,6188,2577,3611,34882,15695,19187,1007,361,646,1013,248,765,6987,3049,3938,1858,1809,8965,0.829576551353,train
nj_0000112,38401,32496,256,2301,974,1327,15143,7683,7460,10363,5272,5091,173,38,135,3725,1955,1770,535,1270,4635,0.846227962813,train
oh_0000173,43491,25812,1379,4639,1825,2814,10983,3199,7784,166,111,55,3255,771,2484,1882,813,1069,3508,3560,14119,0.593502103884,train
ok_0000056,48695,30287,840,11894,4275,7619,7131,2483,4648,588,210,378,3246,1046,2200,2123,1031,1092,4465,2212,16196,0.621973508574,train
