,0165_10,0165_11,0165_12,0165_13,0165_14,0165_15,0165_16,0165_17,0165_18,0165_19,0165_20,0165_21,0165_22,0165_23,0165_24,0165_25,0165_26,0165_27,0165_28,0165_29,0165_30,internetP,label
ca_0000374,37352,34162,89,7897,3398,4499,15918,7844,8074,3101,1509,1592,782,196,586,5517,3329,2188,858,898,2292,0.914596273292,train
nc_0000159,46132,35510,192,4983,2514,2469,24587,12154,12433,102,0,102,840,566,274,2581,1240,1341,2225,1532,9090,0.769747680569,train
ks_0000051,42470,35491,149,6901,3136,3765,20332,11973,8359,1370,620,750,999,361,638,3216,2300,916,2524,1680,5299,0.835672239228,train
mo_0000107,53069,34909,589,10594,2384,8210,16057,5591,10466,2071,934,1137,573,0,573,2578,965,1613,2447,3885,14275,0.657803991031,train
ny_0000136,45321,33321,487,4305,1201,3104,15239,4934,10305,3342,1281,2061,2033,947,1086,4483,2310,2173,3432,1834,10166,0.735222082478,train
tx_0000300,39187,31073,1180,10327,3540,6787,11168,5127,6041,2507,679,1828,639,182,457,2437,1516,921,2815,2004,6110,0.792941536734,train
fl_0000201,52384,41440,617,8735,2817,5918,20940,7579,13361,996,280,716,1787,1100,687,6229,3052,3177,2136,2478,8466,0.791081246182,train
in_0000108,47020,43548,511,11341,4862,6479,20882,9893,10989,5175,2047,3128,574,116,458,3369,2130,1239,1696,1399,2073,0.926159081242,train
wi_0000089,64088,47350,952,8498,3452,5046,27012,11325,15687,1314,597,717,2390,1065,1325,3066,1663,1403,4118,4255,12483,0.73882786169,train
tx_0000282,62454,42830,479,10414,4400,6014,12521,5237,7284,1077,220,857,6191,2666,3525,6405,3134,3271,5743,3494,16130,0.685784737567,train
ms_0000034,54029,30705,1057,11651,4480,7171,6404,1980,4424,1008,320,688,3088,696,2392,3436,1770,1666,4061,4113,19211,0.568305909789,train
va_0000097,49960,32216,1154,9346,2843,6503,8237,2715,5522,404,162,242,4219,1272,2947,3635,2059,1576,5221,3024,14720,0.644835868695,train
ma_0000099,48443,38741,853,4682,1378,3304,26546,11802,14744,271,137,134,493,198,295,4287,2107,2180,1609,1081,8621,0.799723386248,train
ct_0000055,70124,59672,129,3576,1268,2308,46205,26402,19803,2798,1497,1301,754,405,349,4759,3410,1349,1451,1246,9206,0.850949746164,train
mi_0000157,65202,47949,870,6298,2084,4214,32585,11073,21512,780,431,349,724,453,271,3634,1879,1755,3058,2530,14723,0.735391552406,train
nc_0000158,52983,36228,1103,7101,2209,4892,19565,8082,11483,327,98,229,1311,98,1213,3846,1792,2054,2975,2659,14096,0.683766491139,train
fl_0000283,65748,55499,155,14480,4733,9747,29382,13158,16224,1001,724,277,791,253,538,8350,5292,3058,1340,2749,7500,0.844116931314,train
tx_0000222,40348,36192,288,3003,1532,1471,11965,6310,5655,12475,6009,6466,230,62,168,4047,2297,1750,4184,822,3334,0.896996133637,train
nj_0000093,56722,46703,200,3501,1300,2201,22225,8332,13893,15707,6836,8871,383,328,55,2780,1535,1245,1907,1207,8812,0.823366594972,train
nm_0000048,41677,30104,484,9250,5524,3726,13994,5930,8064,439,325,114,1498,1100,398,2845,1774,1071,1594,2360,9213,0.722316865417,train
md_0000074,46949,42670,415,4714,1689,3025,15872,6466,9406,13258,5448,7810,362,227,135,6079,3087,2992,1970,949,3330,0.908858548638,train
sc_0000070,49982,37311,878,7436,1915,5521,18321,7846,10475,495,259,236,618,96,522,6428,3572,2856,3135,2341,10330,0.746488735945,train
tx_0000390,31854,14950,706,2329,653,1676,7223,1649,5574,307,215,92,1845,450,1395,1447,861,586,1093,2871,14033,0.469328812708,train
va_0000122,65595,56207,403,7555,3701,3854,37308,20286,17022,1057,271,786,534,448,86,5772,3426,2346,3578,2048,7340,0.856879335315,train
oh_0000142,40274,27595,1176,7382,2811,4571,12200,4172,8028,377,97,280,1807,873,934,2248,1057,1191,2405,1171,11508,0.685181506679,train
mn_0000078,52038,43021,1009,10847,4750,6097,22819,11370,11449,869,436,433,852,528,324,3482,1951,1531,3143,1839,7178,0.826722779507,train
fl_0000247,50763,36258,414,4677,941,3736,24724,8272,16452,1288,715,573,347,232,115,3080,1583,1497,1728,4141,10364,0.714260386502,train
tx_0000335,35899,31406,28,8085,4720,3365,10336,6191,4145,1746,505,1241,397,166,231,4612,3039,1573,6202,1531,2962,0.874843310399,train
az_0000061,41802,33713,140,5119,2051,3068,23747,9748,13999,324,133,191,508,165,343,2865,1644,1221,1010,2263,5826,0.80649251232,train
oh_0000165,50507,36408,306,5685,1839,3846,19910,7740,12170,1603,619,984,372,171,201,5348,3146,2202,3184,3627,10472,0.720850575168,train
tx_0000323,35918,24220,289,5315,2160,3155,12099,5458,6641,28,0,28,864,475,389,2958,1631,1327,2667,2388,9310,0.674313714572,train
co_0000085,41570,38066,294,9809,4621,5188,16313,8355,7958,556,246,310,2375,889,1486,7668,5175,2493,1051,329,3175,0.915708443589,train
pa_0000123,42229,30643,799,7791,1865,5926,16225,5592,10633,354,81,273,288,155,133,3355,1356,1999,1831,1226,10360,0.725638779038,train
ny_0000177,40404,32837,158,2821,643,2178,12523,4324,8199,6533,3686,2847,206,63,143,9268,6421,2847,1328,1299,6268,0.812716562717,train
mt_0000029,55363,40496,781,14880,4327,10553,14027,3802,10225,1267,311,956,3130,385,2745,4751,1682,3069,1660,1999,12868,0.73146325163,train
fl_0000242,30682,18117,344,8756,2579,6177,3722,1361,2361,510,221,289,1328,635,693,2099,439,1660,1358,984,11581,0.59047650088,train
nv_0000048,53730,45277,238,8089,3076,5013,24579,10405,14174,937,325,612,1554,525,1029,7780,4426,3354,2100,2252,6201,0.842676344686,train
co_0000063,42941,37917,332,14894,7290,7604,10862,5177,5685,406,78,328,4070,1766,2304,5184,2977,2207,2169,1619,3405,0.883002258913,train
md_0000053,43487,37120,368,5897,2129,3768,21606,9093,12513,626,154,472,1708,278,1430,3791,1635,2156,3124,967,5400,0.853588428726,train
nc_0000100,42013,25030,1068,7622,1930,5692,9474,2367,7107,365,86,279,868,482,386,3002,1055,1947,2631,1786,15197,0.595767976579,train
ca_0000390,31087,17345,82,6363,2268,4095,4568,1234,3334,687,43,644,509,128,381,2447,1001,1446,2689,1354,12388,0.557950268601,train
tx_0000343,37321,25036,242,6839,2356,4483,8173,4155,4018,626,435,191,2097,203,1894,4815,2790,2025,2244,2848,9437,0.670828755928,train
fl_0000272,43646,31874,62,3396,1074,2322,21786,6312,15474,2351,954,1397,193,80,113,2926,1706,1220,1160,979,10793,0.730284562159,train
pa_0000110,42984,29498,918,4899,1205,3694,19195,4581,14614,360,0,360,627,175,452,2262,768,1494,1237,1328,12158,0.686255350828,train
tx_0000313,56809,48056,226,12801,7285,5516,21428,13365,8063,2056,1096,960,410,340,70,6296,4732,1564,4839,3690,5063,0.845922301044,train
sd_0000026,47374,36083,811,6024,2299,3725,15840,6830,9010,3029,1387,1642,2029,880,1149,5103,2363,2740,3247,2349,8942,0.761662515304,train
ma_0000097,55448,37565,373,6243,2598,3645,22158,11104,11054,512,329,183,232,130,102,3547,2135,1412,4500,909,16974,0.677481604386,train
nj_0000151,43568,32538,598,3867,1427,2440,22739,8405,14334,498,217,281,464,158,306,3239,2042,1197,1133,1885,9145,0.746832537642,train
ky_0000067,59118,41158,693,9155,3125,6030,18070,7624,10446,2200,992,1208,3099,1041,2058,4036,1521,2515,3905,2384,15576,0.696200818702,train
tx_0000214,50520,43857,202,7311,2437,4874,17984,7874,10110,9305,3776,5529,661,470,191,5719,1950,3769,2675,1347,5316,0.868111638955,train
va_0000096,47961,36534,359,13674,3553,10121,16053,6335,9718,896,349,547,1141,300,841,3334,1397,1937,1077,2649,8778,0.761743916933,train
ga_0000114,55504,45703,84,11137,6981,4156,21578,12937,8641,1805,1285,520,718,596,122,6386,4842,1544,3995,2551,7250,0.823418132027,train
mi_0000117,54534,43182,484,8892,4047,4845,23686,10127,13559,1891,527,1364,540,250,290,4845,3304,1541,2844,2823,8529,0.79183628562,train
il_0000148,58497,40787,1563,13562,3749,9813,13776,6073,7703,481,51,430,2972,739,2233,3678,2204,1474,4755,2428,15282,0.697249431595,train
ga_0000122,65486,44443,900,18252,5868,12384,13265,5157,8108,656,152,504,2412,989,1423,6282,3251,3031,2676,1762,19281,0.678664141954,train
il_0000161,44102,32785,638,7753,3681,4072,15241,9644,5597,485,343,142,192,100,92,2655,1635,1020,5821,800,10517,0.743390322434,train
ky_0000065,61930,48230,354,7482,3100,4382,25283,11601,13682,4192,1601,2591,956,276,680,6555,3557,2998,3408,1939,11761,0.778782496367,train
ca_0000405,37812,23710,914,6559,946,5613,8649,2250,6399,648,87,561,1221,125,1096,3661,2321,1340,2058,1666,12436,0.627049613879,train
co_0000095,38532,35166,122,12909,4922,7987,15474,7828,7646,794,301,493,387,75,312,3988,2630,1358,1492,835,2531,0.912644036126,train
fl_0000221,30265,20859,757,3361,763,2598,10102,1359,8743,379,46,333,292,0,292,2304,1040,1264,3664,223,9183,0.689211961011,train
nm_0000042,42560,29484,193,7037,2114,4923,11625,5790,5835,433,288,145,551,73,478,4235,2519,1716,5410,1670,11406,0.692763157895,train
oh_0000116,42479,34015,322,10958,3170,7788,14301,5131,9170,811,449,362,595,340,255,4946,2942,2004,2082,1305,7159,0.800748605193,train
tx_0000295,46867,31886,328,9759,2238,7521,14433,4428,10005,568,248,320,879,339,540,2621,1362,1259,3298,933,14048,0.680350779866,train
fl_0000243,41890,32541,426,5662,1105,4557,16381,6211,10170,512,325,187,1584,1212,372,6083,1878,4205,1893,1136,8213,0.776820243495,train
ar_0000058,40534,22873,627,5766,1469,4297,5946,1669,4277,336,0,336,2006,384,1622,5849,1270,4579,2343,3237,14424,0.564291705729,train
nj_0000141,47553,35505,256,2563,977,1586,20700,8101,12599,7044,2535,4509,274,27,247,3940,2170,1770,728,1809,10239,0.746640590499,train
oh_0000147,54886,43572,927,7806,2908,4898,22226,10931,11295,1395,599,796,1596,917,679,2777,1309,1468,6845,1608,9706,0.793863644645,train
az_0000068,42432,37907,82,4814,1787,3027,26241,11520,14721,375,78,297,677,92,585,3985,2026,1959,1733,1646,2879,0.893358785822,train
ne_0000025,45357,30179,628,6428,2131,4297,10384,2702,7682,1228,346,882,3900,1041,2859,5014,2047,2967,2597,2593,12585,0.665365875168,train
il_0000139,53678,32875,1463,11806,2653,9153,6270,2282,3988,774,288,486,3243,679,2564,2308,1087,1221,7011,2448,18355,0.612448302843,train
tx_0000398,30215,12387,397,1460,204,1256,4667,1454,3213,330,68,262,993,482,511,1017,539,478,3523,3917,13911,0.409961939434,train
or_0000071,38901,30474,630,11318,4768,6550,10014,4612,5402,1893,1061,832,691,292,399,2998,1436,1562,2930,2294,6133,0.783373178067,train
ga_0000151,45193,23606,518,6286,2724,3562,9896,4082,5814,21,21,0,625,103,522,4703,2607,2096,1557,3428,18159,0.522337530148,train
oh_0000098,58716,40102,270,4716,1273,3443,27187,10739,16448,1014,352,662,463,145,318,4185,1958,2227,2267,2386,16228,0.682982491995,train
tn_0000068,45542,23999,601,8346,2658,5688,8128,2142,5986,1079,499,580,1316,365,951,1339,524,815,3190,1617,19926,0.526964121031,train
vt_0000013,84400,69843,1340,20375,7212,13163,37261,18348,18913,2257,1210,1047,1171,433,738,5708,2383,3325,1731,2400,12157,0.827523696682,train
il_0000134,44926,30102,1014,10733,1996,8737,9409,3116,6293,714,128,586,2310,759,1551,3582,1467,2115,2340,1561,13263,0.670035168944,train
il_0000188,41716,31753,362,8108,2145,5963,15873,5001,10872,503,223,280,817,130,687,4692,2606,2086,1398,1196,8767,0.761170773804,train
pa_0000178,47326,36011,1162,10871,3571,7300,18114,7407,10707,282,224,58,1213,374,839,2566,892,1674,1803,1111,10204,0.76091366268,train
md_0000064,44469,34945,752,2792,1004,1788,18901,6908,11993,7606,2586,5020,313,219,94,3402,1981,1421,1179,2667,6857,0.785828329848,train
oh_0000123,46374,35685,696,7238,2073,5165,19020,8644,10376,1406,673,733,375,102,273,6070,1859,4211,880,1557,9132,0.769504463708,train
tx_0000337,50418,40696,202,11117,5602,5515,13950,8014,5936,1263,700,563,270,202,68,5215,3762,1453,8679,2790,6932,0.807172041731,train
mn_0000079,43545,33482,577,8969,3130,5839,16662,7105,9557,601,291,310,719,266,453,3692,2182,1510,2262,847,9216,0.768905729705,train
tx_0000287,57415,32916,997,11346,4273,7073,3712,1438,2274,729,285,444,4833,1660,3173,4054,1835,2219,7245,4184,20315,0.573299660367,train
tx_0000359,42920,39949,52,6918,3264,3654,23932,12916,11016,3525,1918,1607,375,265,110,3346,2328,1018,1801,1258,1713,0.930778191985,train
sd_0000022,72148,54502,1093,9680,4531,5149,29730,12091,17639,1843,754,1089,1668,589,1079,6290,3017,3273,4198,3167,14479,0.755419415646,train
tx_0000356,46433,34540,160,6250,1455,4795,21390,7781,13609,1389,772,617,716,360,356,2695,1465,1230,1940,1896,9997,0.743867508022,train
fl_0000238,29818,18754,43,4908,1166,3742,9447,2579,6868,823,508,315,306,0,306,2087,725,1362,1140,1816,9248,0.628948957006,train
ma_0000123,36447,31675,314,1859,776,1083,18379,8371,10008,4768,2234,2534,228,24,204,4918,2591,2327,1209,958,3814,0.869070156666,train
fl_0000212,41169,28290,716,6050,1274,4776,14465,4279,10186,889,326,563,683,323,360,4084,1139,2945,1403,879,12000,0.687167528966,train
nc_0000153,43864,23802,450,10537,3604,6933,4738,1483,3255,197,59,138,1856,263,1593,2623,1633,990,3401,2294,17768,0.542631770928,train
la_0000078,43091,30092,456,5117,2658,2459,17211,5587,11624,1195,913,282,544,291,253,4595,2187,2408,974,2035,10964,0.69833607946,train
sc_0000060,47011,30738,207,4066,1761,2305,18886,6538,12348,867,382,485,843,345,498,3148,1374,1774,2721,4788,11485,0.653846971985,train
ny_0000205,38383,33889,139,1751,663,1088,27273,8554,18719,1822,903,919,253,0,253,2475,1350,1125,176,834,3660,0.882916916343,train
mn_0000067,41165,29466,386,7019,1884,5135,15833,5745,10088,419,245,174,818,398,420,2153,1254,899,2838,2164,9535,0.715802259201,train
al_0000084,76743,49072,2217,9794,2838,6956,24459,6339,18120,421,98,323,1396,373,1023,6141,2099,4042,4644,3088,24583,0.639432912448,train
ca_0000444,39291,28453,544,5174,1340,3834,14301,3077,11224,1660,704,956,605,45,560,3983,2117,1866,2186,1139,9699,0.724160749281,train
ca_0000372,59455,48400,485,10868,4075,6793,28038,11363,16675,1996,934,1062,326,212,114,5432,2422,3010,1255,1557,9498,0.814061054579,train
nc_0000164,48230,34850,329,3705,1765,1940,23127,11352,11775,205,205,0,616,383,233,2911,1427,1484,3957,2747,10633,0.722579307485,train
tx_0000393,40658,23308,90,1763,642,1121,13437,5255,8182,470,54,416,1132,126,1006,2374,1139,1235,4042,3240,14110,0.573269713218,train
ar_0000040,82644,47787,344,8127,3467,4660,27294,11131,16163,1848,1211,637,2104,381,1723,4897,2407,2490,3173,19440,15417,0.578227094526,train
fl_0000154,48853,39313,559,6708,1555,5153,22270,6708,15562,2374,703,1671,592,59,533,4108,2035,2073,2702,1691,7849,0.804720283299,train
ny_0000125,41299,27624,337,3655,967,2688,16774,5027,11747,1733,615,1118,1559,423,1136,2139,786,1353,1427,1460,12215,0.66887818107,train
nj_0000081,43458,34630,535,2848,605,2243,22316,5706,16610,4237,2098,2139,190,0,190,3086,1556,1530,1418,1148,7680,0.796861337383,train
ma_0000120,54227,45253,592,5788,1681,4107,30131,10980,19151,856,433,423,671,149,522,6201,2227,3974,1014,1963,7011,0.834510483707,train
oh_0000183,48600,33869,366,6274,2260,4014,18526,8830,9696,3036,1241,1795,597,214,383,3208,1557,1651,1862,3290,11441,0.696893004115,train
fl_0000270,52874,40899,197,4095,1360,2735,21007,7375,13632,8026,3713,4313,194,43,151,6478,3001,3477,902,2641,9334,0.773518175285,train
ny_0000170,41853,28160,739,4620,756,3864,12884,3562,9322,363,142,221,2856,715,2141,4556,2447,2109,2142,1959,11734,0.672831099324,train
ga_0000116,36580,22539,512,5747,2438,3309,7862,3359,4503,730,266,464,1221,545,676,2131,1168,963,4336,1085,12956,0.616156369601,train
nc_0000105,58263,45356,186,6244,1782,4462,26231,12584,13647,2752,1488,1264,646,43,603,5425,3150,2275,3872,3005,9902,0.778470041021,train
ma_0000075,67065,50103,679,6972,1684,5288,36652,8021,28631,336,36,300,839,182,657,3493,1770,1723,1132,3442,13520,0.74708118989,train
nh_0000028,49855,37586,1060,9834,1907,7927,20880,6250,14630,338,101,237,1384,292,1092,2256,1169,1087,1834,2480,9789,0.753906328352,train
co_0000093,38991,35963,303,10649,5493,5156,17901,9597,8304,556,323,233,1085,283,802,3128,2018,1110,2341,797,2231,0.922341053064,train
mo_0000086,39272,33920,135,12237,3671,8566,13664,5403,8261,2303,1002,1301,796,393,403,3432,1843,1589,1353,1222,4130,0.863719698513,train
ca_0000510,42013,37403,71,5410,2869,2541,18610,11185,7425,1192,903,289,494,0,494,10581,2781,7800,1045,1766,2844,0.890272058649,train
ar_0000049,73334,51607,591,20057,5928,14129,17655,7929,9726,3703,1842,1861,1059,558,501,5760,2868,2892,2782,4175,17552,0.703725420678,train
ca_0000488,47718,34811,327,7410,1509,5901,10949,3653,7296,9813,4220,5593,409,235,174,4088,2283,1805,1815,1009,11898,0.729515067689,train
pa_0000160,69436,56691,447,5342,2965,2377,37093,22157,14936,3897,2195,1702,918,505,413,6619,4580,2039,2375,3243,9502,0.816449680281,train
ar_0000045,39213,21789,141,5345,1572,3773,8182,2947,5235,319,79,240,1486,378,1108,2078,1164,914,4238,2971,14453,0.555657562543,train
pa_0000131,46625,37089,384,5381,1376,4005,19996,8125,11871,5456,2226,3230,284,23,261,3642,1610,2032,1946,1127,8409,0.795474530831,train
ca_0000417,38421,28487,435,4404,2168,2236,8683,5220,3463,7622,5183,2439,887,442,445,2998,1444,1554,3458,2521,7413,0.741443481429,train
ct_0000075,52638,42385,326,12782,3437,9345,21696,8678,13018,711,228,483,708,272,436,3746,1440,2306,2416,1121,9132,0.805216763555,train
sc_0000071,64121,49730,525,5050,2004,3046,32657,15842,16815,821,429,392,526,324,202,6604,4030,2574,3547,3753,10638,0.775564947521,train
ks_0000046,57141,35077,553,4344,1961,2383,17469,6274,11195,3513,1464,2049,447,100,347,3865,2124,1741,4886,3495,18569,0.613867450692,train
az_0000065,54102,46082,352,6108,2247,3861,30838,13275,17563,803,288,515,784,478,306,5113,2842,2271,2084,2079,5941,0.851761487561,train
nc_0000129,44155,25946,349,10079,2695,7384,7766,2167,5599,366,0,366,1792,552,1240,1921,956,965,3673,1924,16285,0.587611821991,train
ny_0000135,66226,52829,432,2665,740,1925,30525,11934,18591,9492,3473,6019,484,117,367,7876,5285,2591,1355,1872,11525,0.797707848881,train
co_0000077,80264,64502,1116,11735,4933,6802,39247,16989,22258,872,361,511,1389,827,562,6129,2982,3147,4014,3027,12735,0.803623043955,train
ma_0000118,46418,37470,137,2717,891,1826,22739,8552,14187,4630,2343,2287,146,70,76,6166,2962,3204,935,776,8172,0.807229953897,train
il_0000199,78560,58359,562,14093,4415,9678,33430,14646,18784,1800,516,1284,878,434,444,4238,2314,1924,3358,3406,16795,0.742858961303,train
wa_0000111,50380,40128,139,5366,1864,3502,25390,14311,11079,1046,864,182,1007,886,121,3420,1925,1495,3760,2728,7524,0.796506550218,train
co_0000066,58861,52227,526,13711,6668,7043,29995,16352,13643,852,441,411,762,201,561,4404,2762,1642,1977,1338,5296,0.887293793853,train
md_0000081,49275,41142,383,3439,1222,2217,14476,4789,9687,13976,6129,7847,725,0,725,6069,3455,2614,2074,2051,6082,0.834946727549,train
nc_0000135,47814,36476,305,10812,4056,6756,17130,7345,9785,1235,554,681,870,291,579,4046,1659,2387,2078,1495,9843,0.762872798762,train
tx_0000379,52222,45804,294,8104,2558,5546,23485,10253,13232,4338,2556,1782,944,688,256,4966,2811,2155,3673,1832,4586,0.877101604688,train
in_0000129,46171,35613,831,7884,1790,6094,13959,5020,8939,545,394,151,2940,469,2471,5639,2229,3410,3815,1238,9320,0.771328322973,train
la_0000065,66062,42644,950,8026,1775,6251,20334,6530,13804,1199,279,920,1320,583,737,6299,3024,3275,4516,2963,20455,0.645514819412,train
va_0000080,39614,31175,190,1675,361,1314,14607,4063,10544,9790,4654,5136,393,280,113,3552,1450,2102,968,1138,7301,0.786969253294,train
ny_0000249,45918,35548,215,3050,923,2127,22547,7299,15248,827,272,555,876,568,308,6319,4290,2029,1714,2198,8172,0.774162637746,train
nm_0000046,39738,21923,959,7637,1281,6356,4068,1437,2631,331,44,287,3038,879,2159,3752,1274,2478,2138,2200,15615,0.551688560068,train
oh_0000146,63267,51177,961,10748,3618,7130,29984,13395,16589,304,166,138,968,278,690,3024,1724,1300,5188,1606,10484,0.808905116411,train
mi_0000143,47099,40166,503,7916,3546,4370,25049,13406,11643,1487,797,690,849,88,761,3106,1628,1478,1256,2654,4279,0.852799422493,train
fl_0000204,36452,24576,712,4395,727,3668,13262,5385,7877,801,196,605,658,289,369,2475,1347,1128,2273,1091,10785,0.674201689894,train
tx_0000266,54672,40775,242,13139,3605,9534,12049,4253,7796,6377,1966,4411,1055,334,721,4146,1832,2314,3767,1609,12288,0.745811384255,train
mo_0000097,56197,28947,183,7884,2249,5635,12312,5037,7275,1025,463,562,461,238,223,3512,1506,2006,3570,4330,22920,0.515098670748,train
ms_0000050,75258,53510,441,9553,3953,5600,25838,9240,16598,1990,805,1185,1709,886,823,4328,2559,1769,9651,2667,19081,0.711020755269,train
ga_0000096,41741,26213,128,6952,2038,4914,11256,2291,8965,359,44,315,522,198,324,5394,2547,2847,1602,2139,13389,0.627991662873,train
nc_0000103,61412,45983,626,10106,3949,6157,21551,7530,14021,1171,117,1054,2263,803,1460,7767,2699,5068,2499,2498,12931,0.748762456849,train
nj_0000118,46935,34126,458,4046,1055,2991,25502,7566,17936,533,75,458,129,0,129,3193,1537,1656,265,775,12034,0.727090657292,train
ca_0000412,50214,39975,76,5871,1878,3993,12071,3769,8302,11249,4205,7044,376,93,283,9267,4585,4682,1065,2361,7878,0.796092723145,train
tn_0000070,41823,29288,312,5183,1777,3406,14387,4565,9822,4678,1309,3369,233,0,233,3545,1208,2337,950,1477,11058,0.700284532434,train
ny_0000202,34883,30736,137,525,226,299,18010,7340,10670,5846,2871,2975,121,74,47,5538,2910,2628,559,1379,2768,0.881116876415,train
co_0000073,45887,42053,422,10428,5860,4568,23022,11818,11204,542,319,223,555,456,99,5490,3526,1964,1594,1224,2610,0.916446923965,train
ky_0000045,43209,25333,685,11579,2365,9214,4915,680,4235,874,17,857,1737,397,1340,4481,1540,2941,1062,1361,16515,0.586289893309,train
tx_0000241,43209,33748,0,8273,4240,4033,11632,5269,6363,5039,2066,2973,670,221,449,5911,4036,1875,2223,1711,7750,0.781040986831,train
az_0000057,49580,37197,463,6100,1979,4121,23745,7860,15885,589,80,509,1062,257,805,3371,1926,1445,1867,1116,11267,0.750242033078,train
id_0000036,41835,30956,950,10186,4059,6127,8349,3874,4475,876,60,816,4353,1375,2978,2591,1239,1352,3651,2237,8642,0.739954583483,train
ca_0000542,50304,45230,177,11551,4546,7005,24574,9133,15441,1584,910,674,617,217,400,4157,2102,2055,2570,879,4195,0.89913326972,train
ga_0000152,37316,28402,194,7217,3313,3904,12165,7141,5024,1574,1218,356,1145,413,732,4450,2626,1824,1657,1511,7403,0.761121234859,train
tn_0000060,56059,35295,705,10279,4034,6245,13031,3239,9792,764,318,446,2963,1002,1961,2952,1534,1418,4601,2069,18695,0.629604523805,train
ne_0000036,55239,47120,382,4504,1633,2871,33025,13391,19634,1573,753,820,372,103,269,4472,2222,2250,2792,1429,6690,0.853020510871,train
nm_0000047,33221,19727,243,6723,3906,2817,5111,2680,2431,198,198,0,1893,1322,571,2477,1514,963,3082,848,12646,0.593811143554,train
fl_0000260,65327,52570,1036,11600,3858,7742,27021,8395,18626,2505,801,1704,332,66,266,7829,3096,4733,2247,2344,10413,0.804720865798,train
nc_0000160,39130,30012,762,5669,1885,3784,18675,7709,10966,219,81,138,479,121,358,2870,1706,1164,1338,1421,7697,0.766981855354,train
fl_0000180,50415,41490,242,7894,2732,5162,24945,15004,9941,1615,843,772,146,75,71,4193,2866,1327,2455,1559,7366,0.822969354359,train
dc_0000011,46286,35394,128,6373,3089,3284,18074,10286,7788,3628,1909,1719,196,155,41,4524,2905,1619,2471,1555,9337,0.764680464935,train
fl_0000264,39854,36376,268,8487,2559,5928,18749,8231,10518,2982,743,2239,529,33,496,4333,2641,1692,1028,915,2563,0.912731469865,train
ok_0000052,45258,30694,481,4701,1886,2815,18435,7176,11259,255,48,207,1022,283,739,3419,1889,1530,2381,2294,12270,0.678200539131,train
tx_0000224,42241,39320,280,9131,3802,5329,16466,6600,9866,5102,1954,3148,890,219,671,3986,2304,1682,3465,566,2355,0.930849174972,train
