,0165_10,0165_11,0165_12,0165_13,0165_14,0165_15,0165_16,0165_17,0165_18,0165_19,0165_20,0165_21,0165_22,0165_23,0165_24,0165_25,0165_26,0165_27,0165_28,0165_29,0165_30,internetP,label
ca_0000414,33205,21875,180,3105,1532,1573,8021,4064,3957,4014,2822,1192,615,476,139,2674,1414,1260,3266,2782,8548,0.65878632736,train
ca_0000436,40548,31233,309,7919,3419,4500,15042,8067,6975,1514,718,796,828,159,669,2833,1785,1048,2788,1165,8150,0.770272269902,train
ut_0000039,60174,53292,628,16325,4780,11545,23286,6862,16424,1269,279,990,2981,932,2049,4638,2643,1995,4165,1356,5526,0.885631668162,train
ok_0000063,44542,27872,396,8053,2681,5372,9145,3957,5188,1893,1362,531,2207,888,1319,2868,1347,1521,3310,4668,12002,0.625746486462,train
ok_0000065,39132,25838,495,10313,3824,6489,6824,3078,3746,728,418,310,2190,764,1426,2250,1308,942,3038,2289,11005,0.660278033323,train
ia_0000054,78192,56260,850,15689,6398,9291,26451,11934,14517,619,202,417,1031,560,471,4601,2531,2070,7019,3209,18723,0.719510947411,train
pa_0000167,43165,36451,0,3549,954,2595,16724,6461,10263,11008,5209,5799,251,66,185,4205,2463,1742,714,1126,5588,0.844457314954,train
fl_0000222,37074,31525,0,5933,1191,4742,20633,2955,17678,716,247,469,514,287,227,3209,1167,2042,520,548,5001,0.850326374278,train
ca_0000464,41539,31833,191,5743,2143,3600,18535,10348,8187,955,504,451,499,195,304,3041,1620,1421,2869,1765,7941,0.766340065962,train
fl_0000253,50047,29594,1500,3478,1462,2016,17539,4724,12815,514,326,188,644,176,468,4894,1530,3364,1025,2473,17980,0.591324155294,train
az_0000076,33559,21738,182,3368,1206,2162,13703,5863,7840,519,382,137,438,183,255,1868,1016,852,1660,1233,10588,0.647754700676,train
sc_0000058,57599,30011,1004,10669,2683,7986,6769,2298,4471,774,200,574,2864,632,2232,3641,1334,2307,4290,3727,23861,0.521033351273,train
mi_0000155,59656,50194,265,5075,1351,3724,37336,14713,22623,1764,1103,661,827,320,507,3664,2041,1623,1263,1613,7849,0.841390639667,train
pr_0000083,40626,16573,73,3250,718,2532,7700,2292,5408,0,0,0,1371,0,1371,885,202,683,3294,1276,22777,0.407940727613,train
ak_0000023,32606,21811,161,3566,1388,2178,8686,2917,5769,362,231,131,2401,559,1842,4017,2147,1870,2618,1366,9429,0.668925964546,train
fl_0000156,42860,32151,353,8832,3011,5821,13674,6428,7246,1742,867,875,127,0,127,5696,2048,3648,1727,2277,8432,0.750139990667,train
ca_0000469,37148,28120,131,7774,3400,4374,10653,4004,6649,1644,959,685,899,294,605,2833,1615,1218,4186,1560,7468,0.756972111554,train
tx_0000257,37605,34903,174,9644,4077,5567,10553,3791,6762,7234,2535,4699,1506,935,571,3984,2175,1809,1808,213,2489,0.928147852679,train
il_0000184,61154,44118,706,10046,3683,6363,23014,11047,11967,922,526,396,464,193,271,4485,2583,1902,4481,2425,14611,0.72142460019,train
tx_0000265,44408,32047,699,8279,3153,5126,9178,3184,5994,4703,1261,3442,1729,0,1729,3419,1657,1762,4040,1645,10716,0.721649252387,train
tx_0000268,39035,32714,147,11553,6836,4717,8998,4409,4589,4089,2698,1391,1575,810,765,3844,2124,1720,2508,2389,3932,0.838068400154,train
ct_0000063,45269,36385,235,8211,2354,5857,21808,7368,14440,1446,586,860,184,0,184,3303,2133,1170,1198,1061,7823,0.80375091122,train
il_0000186,64263,53663,896,11025,4096,6929,29514,12167,17347,1601,695,906,1607,811,796,6241,3285,2956,2779,1309,9291,0.835052829778,train
mo_0000075,73176,43704,388,8568,3030,5538,21043,7929,13114,1920,849,1071,2562,633,1929,5990,2545,3445,3233,4066,25406,0.59724499836,train
fl_0000258,46026,33007,385,9373,2993,6380,16073,3978,12095,1477,586,891,846,208,638,3411,1588,1823,1442,1986,11033,0.717138139313,train
az_0000055,36307,34363,124,6687,2116,4571,19481,7927,11554,1798,280,1518,902,307,595,3451,1967,1484,1920,486,1458,0.946456606164,train
co_0000087,43740,32520,682,12719,3310,9409,7298,2292,5006,461,225,236,2597,811,1786,4516,1643,2873,4247,2371,8849,0.743484224966,train
ca_0000487,41593,30403,131,8802,2125,6677,10953,3306,7647,5359,1678,3681,540,0,540,3419,2378,1041,1199,1469,9721,0.730964344962,train
ma_0000107,38824,29415,93,4273,1824,2449,19073,10602,8471,591,380,211,604,201,403,3040,1506,1534,1741,1114,8295,0.757649907274,train
mi_0000127,72099,54402,1686,7992,2649,5343,29948,9769,20179,1258,385,873,3841,815,3026,3506,1886,1620,6171,3194,14503,0.754545832813,train
mo_0000100,40633,30003,329,6032,1715,4317,10206,3603,6603,2029,434,1595,3802,882,2920,2964,1047,1917,4641,1490,9140,0.738389978589,train
wi_0000096,75820,57328,938,10527,4620,5907,33308,15163,18145,3027,1498,1529,574,43,531,5183,2558,2625,3771,2307,16185,0.756106568188,train
ca_0000569,45177,36795,289,10682,5639,5043,15808,7428,8380,856,729,127,789,428,361,6723,4051,2672,1648,1581,6801,0.81446311176,train
pr_0000057,55344,22402,621,4481,1233,3248,8591,1965,6626,726,642,84,1832,483,1349,2129,1152,977,4022,3472,29470,0.40477739231,train
in_0000089,42746,28558,608,5823,1320,4503,14102,3900,10202,173,19,154,1860,528,1332,4262,1910,2352,1730,1086,13102,0.668085902775,train
az_0000058,39854,26389,481,3649,1291,2358,17057,7011,10046,450,352,98,382,89,293,2254,864,1390,2116,1582,11883,0.662141817634,train
ga_0000136,41324,27608,401,12894,4033,8861,7249,2984,4265,702,292,410,2301,646,1655,3162,978,2184,899,1950,11766,0.668086342077,train
ca_0000476,48058,33083,456,8672,3197,5475,12736,4031,8705,2712,1497,1215,2338,970,1368,3145,1481,1664,3024,3790,11185,0.688397353198,train
nc_0000096,44914,29892,389,9901,3844,6057,10432,3285,7147,230,7,223,1056,430,626,3068,1776,1292,4816,1589,13433,0.665538584851,train
ca_0000443,35192,26449,714,5467,1634,3833,13729,3400,10329,829,423,406,937,123,814,3102,1484,1618,1671,1122,7621,0.751562855194,train
fl_0000261,56776,42739,451,7130,2692,4438,24631,7814,16817,1409,748,661,503,169,334,6324,3027,3297,2291,1874,12163,0.752765252924,train
oh_0000111,71614,34413,192,10072,2755,7317,11884,4374,7510,951,160,791,1093,256,837,6118,3227,2891,4103,5472,31729,0.480534532354,train
ny_0000152,48348,31597,144,4826,1169,3657,21749,7085,14664,997,201,796,438,39,399,1929,1007,922,1514,5572,11179,0.653532721105,train
az_0000093,45335,39888,553,6485,2792,3693,25155,11756,13399,95,44,51,1426,845,581,3980,2051,1929,2194,1899,3548,0.879850005515,train
sc_0000054,55197,38614,436,10951,4557,6394,15672,6228,9444,662,318,344,945,394,551,5824,3484,2340,4124,3138,13445,0.699567005453,train
ny_0000200,33285,28054,453,593,144,449,14903,6767,8136,7736,3721,4015,130,45,85,3519,2363,1156,720,910,4321,0.842842121076,train
pa_0000095,69389,45481,1339,16652,4552,12100,15384,4290,11094,826,438,388,1947,404,1543,6712,2735,3977,2621,3296,20612,0.655449711049,train
id_0000038,44347,32821,192,7821,2379,5442,12540,4257,8283,597,226,371,4487,1057,3430,3839,2179,1660,3345,2286,9240,0.740095158635,train
ca_0000451,39593,34901,327,3236,1416,1820,7948,2680,5268,15462,5738,9724,1491,113,1378,5514,3094,2420,923,942,3750,0.881494203521,train
il_0000212,81279,46611,321,12790,4651,8139,20506,8573,11933,1457,851,606,630,253,377,6891,3877,3014,4016,9139,25529,0.573469161776,train
ut_0000040,36306,31058,478,10055,4193,5862,12455,4586,7869,1717,776,941,1163,62,1101,3268,1578,1690,1922,709,4539,0.85545088966,train
mi_0000167,44842,30500,331,3119,989,2130,22193,6411,15782,596,199,397,428,138,290,2510,698,1812,1323,4150,10192,0.680165915882,train
va_0000085,36694,32969,325,3609,1413,2196,8736,4050,4686,11792,7588,4204,1343,752,591,4402,2967,1435,2762,947,2778,0.898484765902,train
ca_0000409,48519,43085,445,8616,3419,5197,16314,6511,9803,5755,2987,2768,372,113,259,10334,8858,1476,1249,752,4682,0.888002638142,train
nj_0000130,54765,45400,604,15307,7448,7859,23706,9558,14148,482,383,99,372,160,212,4156,2134,2022,773,1208,8157,0.82899662193,train
ks_0000042,46850,34969,259,8625,2031,6594,9136,2621,6515,7246,2436,4810,1716,454,1262,5758,2764,2994,2229,1905,9976,0.746403415155,train
wa_0000109,54561,48996,112,6802,3071,3731,33622,19838,13784,2131,1749,382,270,105,165,4566,2741,1825,1493,2178,3387,0.89800406884,train
va_0000094,62034,45660,1207,6301,1838,4463,18135,7445,10690,1018,369,649,6776,2562,4214,5145,2041,3104,7078,2847,13527,0.736047973692,train
tn_0000066,48776,27260,478,11512,3467,8045,9743,3972,5771,522,0,522,516,365,151,2558,712,1846,1931,1717,19799,0.55888141709,train
pa_0000153,47074,33045,531,6462,2241,4221,12502,5323,7179,5354,2898,2456,332,57,275,5017,2993,2024,2847,1219,12810,0.701979861495,train
il_0000187,65316,45376,461,9433,3060,6373,23218,8119,15099,1775,908,867,622,327,295,5649,3170,2479,4218,5923,14017,0.694714924368,train
pa_0000150,50108,43037,251,2405,677,1728,19601,8057,11544,13854,6585,7269,320,50,270,5873,2410,3463,733,1495,5576,0.858884808813,train
pr_0000073,33733,17084,481,4034,883,3151,4092,1734,2358,260,178,82,867,425,442,2586,2069,517,4764,863,15786,0.506447692171,train
pa_0000129,60110,47012,1110,5063,1277,3786,21269,9180,12089,12749,6072,6677,112,0,112,4303,2489,1814,2406,1796,11302,0.782099484279,train
il_0000172,55322,45209,601,9331,3803,5528,25001,12534,12467,1595,862,733,378,80,298,6318,4530,1788,1985,1306,8807,0.817197498283,train
nv_0000039,43906,33690,196,7324,3206,4118,13379,4759,8620,577,214,363,2103,1864,239,7941,5843,2098,2170,2434,7782,0.767321095067,train
wy_0000018,44050,33192,571,6901,2083,4818,14686,4588,10098,326,245,81,3082,484,2598,5767,3143,2624,1859,3062,7796,0.75350737798,train
pr_0000082,43670,20467,111,4259,956,3303,9358,2888,6470,31,0,31,480,63,417,487,223,264,5741,592,22611,0.468674147012,train
nj_0000110,37944,33072,226,1610,405,1205,20252,8780,11472,5848,3156,2692,160,24,136,4334,2521,1813,642,1368,3504,0.871600253004,train
pa_0000180,54844,37026,1082,13547,4011,9536,13268,4007,9261,255,36,219,2359,469,1890,3020,1339,1681,3495,2190,15628,0.675114871271,train
ca_0000558,32563,21743,319,8306,3650,4656,6823,3179,3644,753,125,628,814,416,398,2260,1376,884,2468,1325,9495,0.667721033074,train
tx_0000316,42000,28983,266,9266,2870,6396,10683,3567,7116,1255,572,683,512,28,484,3394,1145,2249,3607,2162,10855,0.690071428571,train
wv_0000023,58146,39205,685,8254,2770,5484,21310,8232,13078,679,138,541,2820,930,1890,3452,1324,2128,2005,2377,16564,0.674251023286,train
oh_0000110,42983,26537,575,7053,1762,5291,10660,3438,7222,161,12,149,824,406,418,5764,2182,3582,1500,3805,12641,0.617383616779,train
pr_0000078,61993,37846,174,7139,3720,3419,15477,7422,8055,146,52,94,1571,460,1111,2925,1567,1358,10414,3047,21100,0.610488280935,train
tx_0000278,38926,19268,581,3847,1097,2750,8576,2639,5937,430,327,103,441,47,394,2718,1494,1224,2675,3405,16253,0.494990494785,train
ri_0000026,54574,42559,78,2488,971,1517,23216,9093,14123,11593,4361,7232,223,0,223,4329,1470,2859,632,1243,10772,0.779840216953,train
or_0000078,45271,39041,249,4175,1555,2620,22597,12196,10401,5376,2716,2660,707,269,438,2981,1674,1307,2956,1339,4891,0.862384307835,train
fl_0000187,69373,51980,527,7704,1724,5980,36138,10203,25935,312,199,113,1250,416,834,4808,1790,3018,1241,1905,15488,0.749282862209,train
ca_0000547,31285,28036,436,8849,4166,4683,12210,6166,6044,1232,607,625,242,120,122,3249,1937,1312,1818,797,2452,0.896148313888,train
ma_0000091,86535,69223,650,8188,2678,5510,44625,23333,21292,6055,2888,3167,339,113,226,5738,3453,2285,3628,3267,14045,0.799942219911,train
nv_0000037,42766,37147,272,5468,2368,3100,22645,8085,14560,456,183,273,648,331,317,4639,2490,2149,3019,2053,3566,0.868610578497,train
wa_0000098,45891,33195,562,4595,1486,3109,21995,7772,14223,429,174,255,786,197,589,3400,1736,1664,1428,1689,11007,0.723344446624,train
la_0000058,65681,45592,821,8479,3686,4793,23404,10746,12658,308,99,209,3447,1479,1968,4733,2062,2671,4400,3232,16857,0.694142902818,train
md_0000072,61671,56403,76,2529,1182,1347,15246,7160,8086,25230,14648,10582,182,0,182,10745,8112,2633,2395,893,4375,0.914578975531,train
tx_0000394,42772,32977,118,3772,1345,2427,19845,10335,9510,1647,922,725,710,318,392,3386,2015,1371,3499,2647,7148,0.770995043486,train
la_0000054,64782,36847,1097,10866,4429,6437,9380,4613,4767,540,222,318,4862,1309,3553,3990,1901,2089,6112,3953,23982,0.568784538915,train
dc_0000010,45413,41606,271,5668,3100,2568,21995,12744,9251,5362,3633,1729,566,264,302,5577,3431,2146,2167,1274,2533,0.916169378812,train
ut_0000055,38875,34315,243,7538,3705,3833,17679,10457,7222,1631,1077,554,1952,792,1160,3666,2403,1263,1606,1367,3193,0.88270096463,train
ny_0000238,63081,44687,287,5724,1515,4209,28944,9741,19203,4335,2694,1641,241,76,165,3472,2249,1223,1684,1041,17353,0.708406651765,train
ny_0000218,42571,29478,113,1271,540,731,17646,4310,13336,4502,1357,3145,241,151,90,5236,2134,3102,469,1751,11342,0.692443212516,train
ok_0000044,42392,24384,592,8073,2637,5436,5442,2046,3396,849,359,490,3243,1018,2225,3054,1500,1554,3131,2591,15417,0.575202868466,train
nv_0000044,59197,36969,549,8184,2038,6146,19535,6415,13120,884,385,499,590,130,460,4271,1883,2388,2956,4501,17727,0.624507998716,train
ar_0000048,75360,52490,1114,19208,5435,13773,17244,6242,11002,3408,1860,1548,1740,1136,604,5073,2512,2561,4703,4536,18334,0.696523354565,train
mo_0000081,49774,30416,1393,10807,3917,6890,6165,1667,4498,606,221,385,2758,765,1993,3239,1740,1499,5448,2101,17257,0.611082091052,train
mo_0000067,51744,36573,1549,17277,5968,11309,5613,2937,2676,444,342,102,3076,752,2324,5467,3024,2443,3147,2494,12677,0.706806586271,train
mn_0000089,51254,41844,241,6996,3545,3451,27418,15643,11775,586,411,175,704,211,493,3257,1955,1302,2642,2560,6850,0.816404573302,train
tx_0000377,39448,29598,321,6367,1479,4888,13039,5589,7450,2014,1022,992,1062,324,738,3978,1918,2060,2817,2120,7730,0.750304197931,train
oh_0000159,39048,33271,220,5493,3086,2407,18798,10370,8428,1486,1104,382,299,166,133,4699,2520,2179,2276,1018,4759,0.852053882401,train
pa_0000105,46972,32063,789,10536,2760,7776,15896,3984,11912,534,291,243,1004,94,910,1743,793,950,1561,1570,13339,0.682598143575,train
ca_0000557,68373,56509,671,14966,6306,8660,19729,10942,8787,2277,1510,767,1624,420,1204,12704,9235,3469,4538,2681,9183,0.826481213344,train
ny_0000207,44804,38887,319,1051,241,810,33953,7986,25967,601,328,273,44,0,44,2738,1062,1676,181,1319,4598,0.86793589858,train
oh_0000108,41898,27877,513,7594,2150,5444,12213,3629,8584,522,339,183,646,245,401,3312,1850,1462,3077,2387,11634,0.665353954843,train
ny_0000240,49713,30690,225,3886,1449,2437,18915,8839,10076,866,201,665,164,0,164,3071,1868,1203,3563,2019,17004,0.617343551988,train
ga_0000138,41335,30381,347,12894,5675,7219,9963,4458,5505,444,223,221,1495,528,967,2760,1167,1593,2478,1654,9300,0.734994556671,train
co_0000060,39662,29025,749,7648,3008,4640,10162,2979,7183,789,314,475,3590,1239,2351,3385,1189,2196,2702,1613,9024,0.731808784227,train
fl_0000256,48517,35585,548,6675,2227,4448,20230,9382,10848,1287,579,708,162,119,43,5214,2867,2347,1469,2640,10292,0.733454253148,train
ny_0000268,36774,29587,208,2111,490,1621,14160,4490,9670,5258,1812,3446,400,31,369,6051,3080,2971,1399,767,6420,0.804563006472,train
ny_0000126,65270,46223,1005,8406,2166,6240,25534,8278,17256,637,218,419,3382,1073,2309,4800,1993,2807,2459,3106,15941,0.708181400337,train
sc_0000053,46272,33216,428,8278,3156,5122,15010,5451,9559,1560,665,895,928,85,843,5118,3037,2081,1894,1176,11880,0.717842323651,train
sc_0000076,71736,37235,1272,15913,4416,11497,7989,2722,5267,634,319,315,1941,489,1452,6002,2350,3652,3484,3405,31096,0.519055983049,train
co_0000072,43407,30057,1019,6636,1625,5011,16841,4956,11885,372,100,272,443,162,281,1930,1110,820,2816,3257,10093,0.692445918861,train
tx_0000382,36589,32703,314,7119,1548,5571,15375,6586,8789,2704,1414,1290,710,635,75,4597,2849,1748,1884,1357,2529,0.89379321654,train
mi_0000169,44255,22113,374,6130,1856,4274,8216,2854,5362,384,122,262,537,371,166,5222,2586,2636,1250,4389,17753,0.499672353406,train
tn_0000101,58431,28174,259,6032,2386,3646,13252,5468,7784,672,293,379,747,198,549,4165,1173,2992,3047,4716,25541,0.482175557495,train
la_0000059,52376,34347,835,8257,3054,5203,14042,4867,9175,1297,423,874,2285,383,1902,5080,2182,2898,2551,2490,15539,0.655777455323,train
ia_0000051,58924,43935,1122,16786,5471,11315,11129,4432,6697,1290,826,464,2966,1654,1312,4587,2431,2156,6055,2284,12705,0.745621478515,train
oh_0000187,40247,27624,827,6490,2332,4158,13433,5169,8264,452,75,377,1130,473,657,2250,1258,992,3042,2349,10274,0.686361716401,train
nc_0000156,67573,49288,785,9526,2647,6879,27636,8164,19472,721,105,616,2077,124,1953,3961,2466,1495,4582,3212,15073,0.729403755938,train
in_0000102,56251,39884,726,8500,1791,6709,18084,5240,12844,1261,623,638,2299,476,1823,3376,1334,2042,5638,2658,13709,0.709036283799,train
tx_0000230,34045,28974,146,2692,1313,1379,8226,3763,4463,11679,5494,6185,215,121,94,3391,1881,1510,2625,1146,3925,0.851050080775,train
ca_0000523,52914,36255,648,9502,2399,7103,14389,5155,9234,1166,674,492,2483,903,1580,2798,1763,1035,5269,2260,14399,0.685168386438,train
mi_0000137,38787,25514,655,4484,1545,2939,11644,5185,6459,197,102,95,2354,898,1456,2486,1176,1310,3694,1980,11293,0.657797715729,train
ga_0000125,45132,37920,95,7975,2741,5234,16086,5520,10566,1951,1230,721,1693,183,1510,8255,3858,4397,1865,1472,5740,0.840202073917,train
ne_0000038,43969,28027,206,1834,496,1338,20642,8074,12568,653,201,452,324,79,245,2421,1675,746,1947,2480,13462,0.637426368578,train
ny_0000226,45181,34575,89,4123,1924,2199,22594,9756,12838,1472,794,678,301,301,0,3316,1867,1449,2680,1737,8869,0.765255306434,train
ct_0000060,44104,34272,416,6959,2735,4224,20624,8524,12100,1008,392,616,338,93,245,2918,1382,1536,2009,1823,8009,0.777072374388,train
ny_0000213,34199,28262,289,653,192,461,19158,4949,14209,4572,1012,3560,55,7,48,2975,1394,1581,560,682,5255,0.826398432703,train
mo_0000092,46563,41060,444,10675,4887,5788,19237,8292,10945,3918,1667,2251,689,475,214,4919,3111,1808,1178,1331,4172,0.88181603419,train
ky_0000036,76011,51293,604,13592,5020,8572,19186,8011,11175,2771,1295,1476,2119,892,1227,6658,3344,3314,6363,3262,21456,0.674810224836,train
nc_0000157,39570,29858,143,5791,1956,3835,15820,6258,9562,636,400,236,383,226,157,3139,1974,1165,3946,1787,7925,0.754561536518,train
ut_0000050,36045,30539,693,9038,4127,4911,14816,6362,8454,663,287,376,1013,506,507,2583,2124,459,1733,1802,3704,0.847246497434,train
oh_0000097,59617,50021,232,5841,1924,3917,32482,12820,19662,1468,460,1008,717,245,472,6751,3666,3085,2530,1067,8529,0.839039200228,train
ca_0000355,33773,22088,165,3506,1047,2459,11287,2527,8760,2086,766,1320,508,47,461,3646,1626,2020,890,633,11052,0.654013561129,train
ca_0000375,70209,64356,214,17632,10059,7573,36253,23250,13003,1830,1291,539,419,341,78,6029,3797,2232,1979,1414,4439,0.916634619493,train
tx_0000234,38272,22664,192,4937,790,4147,7165,2429,4736,773,181,592,428,113,315,6179,2238,3941,2990,1604,14004,0.592182274247,train
ca_0000513,63223,50697,480,15131,5731,9400,26941,14918,12023,656,338,318,718,264,454,4201,2920,1281,2570,2316,10210,0.801875899594,train
in_0000125,53577,40184,355,9637,3699,5938,20937,7701,13236,3959,2069,1890,1012,258,754,2565,1469,1096,1719,4566,8827,0.750023330907,train
mi_0000161,72862,62934,219,8028,3221,4807,41028,18174,22854,2759,1082,1677,596,259,337,8175,4974,3201,2129,1993,7935,0.863742417172,train
mn_0000092,61889,50788,554,10198,3678,6520,31293,16364,14929,604,249,355,1651,569,1082,4341,2431,1910,2147,2459,8642,0.820630483608,train
ca_0000556,45497,38304,510,9034,2570,6464,19688,7945,11743,1255,713,542,888,501,387,5844,3905,1939,1085,1278,5915,0.841901663846,train
id_0000029,38392,27554,563,7044,2430,4614,10116,2812,7304,573,547,26,3109,1232,1877,3016,1917,1099,3133,2408,8430,0.717701604501,train
tx_0000297,46580,33938,501,10887,3808,7079,11594,4021,7573,592,228,364,1287,268,1019,4436,2003,2433,4641,2056,10586,0.728595963933,train
ny_0000183,33591,29207,252,1513,597,916,16463,8591,7872,6351,3212,3139,44,0,44,3503,1683,1820,1081,1218,3166,0.86948885118,train
az_0000083,38488,33173,211,7933,2794,5139,18798,7364,11434,232,90,142,612,119,493,3362,1309,2053,2025,864,4451,0.861905009354,train
nv_0000040,42216,21628,354,3320,1275,2045,9609,3667,5942,46,46,0,1704,857,847,3438,2629,809,3157,2016,18572,0.5123176047,train
ny_0000210,36365,32087,213,402,107,295,21603,5145,16458,6556,1883,4673,0,0,0,3158,1395,1763,155,670,3608,0.882359411522,train
in_0000103,52591,32214,940,8635,1710,6925,11528,3022,8506,1509,517,992,2765,639,2126,3364,1459,1905,3473,3548,16829,0.612538267004,train
fl_0000230,35494,31653,202,9706,4206,5500,12899,4568,8331,3311,2183,1128,537,146,391,3649,1790,1859,1349,672,3169,0.891784526962,train
ny_0000133,55060,35104,208,2177,546,1631,22232,7106,15126,2123,356,1767,415,299,116,5775,2903,2872,2174,2786,17170,0.637559026517,train
il_0000149,75671,52617,802,11470,3665,7805,29153,14088,15065,482,124,358,1752,543,1209,4364,2180,2184,4594,3622,19432,0.695339033447,train
in_0000091,61379,44626,768,9937,4333,5604,21849,8877,12972,1049,457,592,2100,566,1534,5897,1748,4149,3026,2641,14112,0.727056485117,train
wa_0000073,41368,27254,584,4223,1123,3100,8362,3185,5177,7017,2707,4310,643,244,399,4980,2149,2831,1445,1855,12259,0.658818410365,train
ny_0000198,33150,28602,37,549,139,410,15056,6092,8964,7756,3275,4481,55,0,55,4766,3198,1568,383,1437,3111,0.862805429864,train
de_0000018,62053,46349,655,5543,1775,3768,25108,9502,15606,5713,2696,3017,631,220,411,5630,2018,3612,3069,4066,11638,0.746926014858,train
fl_0000224,31627,16787,642,4551,1522,3029,6267,918,5349,616,352,264,342,104,238,3117,749,2368,1252,1212,13628,0.530780662093,train
or_0000070,58045,44172,220,6305,2774,3531,23066,11267,11799,5197,2280,2917,798,485,313,5274,2676,2598,3312,2691,11182,0.760995779137,train
la_0000071,51803,35753,446,7147,1598,5549,16686,5384,11302,2214,637,1577,1187,123,1064,7123,2714,4409,950,1533,14517,0.690172383839,train
nj_0000079,43077,31062,467,2906,716,2190,21268,6395,14873,978,224,754,394,99,295,3962,1865,2097,1087,1496,10519,0.721080855213,train
ar_0000054,38130,20573,818,9321,2468,6853,2216,889,1327,563,119,444,1999,616,1383,1760,783,977,3896,1301,16256,0.539548911618,train
oh_0000101,56828,38938,576,6941,1933,5008,22817,7978,14839,402,202,200,1253,315,938,4610,1249,3361,2339,3419,14471,0.685190399099,train
ca_0000499,60882,55757,335,9196,4114,5082,34979,16006,18973,1611,1245,366,808,201,607,7653,4719,2934,1175,658,4467,0.915820768043,train
oh_0000104,41961,34019,434,7103,2334,4769,19661,7548,12113,1237,666,571,378,288,90,3835,1889,1946,1371,945,6997,0.810729010271,train
tx_0000248,33987,24626,129,6860,3449,3411,6263,2775,3488,1968,871,1097,432,219,213,6166,3707,2459,2808,1331,8030,0.724571159561,train
ny_0000128,46432,31749,613,4830,1286,3544,19239,4538,14701,98,12,86,1778,285,1493,3494,1177,2317,1697,2193,12490,0.683774121296,train
mn_0000104,58203,49364,490,7014,3255,3759,31213,14310,16903,1612,526,1086,1193,188,1005,3996,2093,1903,3846,1853,6986,0.84813497586,train
az_0000070,41571,30240,177,4383,1436,2947,19628,7588,12040,319,252,67,673,175,498,3304,1754,1550,1756,1823,9508,0.727430179693,train
ny_0000149,42784,35055,437,6203,1663,4540,23510,9064,14446,1018,303,715,411,30,381,2374,1243,1131,1102,1003,6726,0.819348354525,train
tn_0000064,62785,48611,497,12276,4973,7303,23735,12065,11670,1142,515,627,993,605,388,4893,2624,2269,5075,2755,11419,0.77424544079,train
va_0000108,42792,30757,323,3324,1393,1931,15885,6788,9097,2910,1313,1597,272,174,98,3205,1435,1770,4838,1653,10382,0.718755842213,train
