,0165_10,0165_11,0165_12,0165_13,0165_14,0165_15,0165_16,0165_17,0165_18,0165_19,0165_20,0165_21,0165_22,0165_23,0165_24,0165_25,0165_26,0165_27,0165_28,0165_29,0165_30,internetP,label
ca_0000507,58232,47421,352,7945,3767,4178,30070,18441,11629,933,278,655,655,216,439,3343,2241,1102,4123,1205,9606,0.81434606402,train
va_0000083,37271,34454,317,1542,799,743,10827,5507,5320,15451,7901,7550,507,201,306,4290,2750,1540,1520,1111,1706,0.92441844866,train
ma_0000089,65265,49345,810,12745,2056,10689,18711,7678,11033,5254,1624,3630,462,158,304,4162,2755,1407,7201,1314,14606,0.75607140121,train
mo_0000091,42753,27451,101,6060,1597,4463,13419,4590,8829,1797,891,906,417,155,262,2618,1003,1615,3039,1199,14103,0.642083596473,train
ga_0000153,51752,34747,423,8387,2970,5417,13621,6669,6952,2405,1401,1004,789,496,293,5913,4131,1782,3209,2632,14373,0.671413665172,train
tx_0000301,46067,30822,223,7684,3433,4251,13744,7381,6363,1574,723,851,617,446,171,3708,2716,992,3272,1907,13338,0.669068964769,train
ny_0000232,76952,68279,784,9046,3092,5954,37777,20278,17499,11153,7600,3553,303,117,186,6770,3518,3252,2446,1932,6741,0.88729337769,train
or_0000049,44276,33303,906,10900,3880,7020,7677,2633,5044,991,618,373,4466,1239,3227,5053,2356,2697,3310,1376,9597,0.752168217544,train
ca_0000338,34953,28399,904,6161,2642,3519,11022,4391,6631,1940,875,1065,872,520,352,4730,2568,2162,2770,1397,5157,0.812491059423,train
ky_0000050,41717,29460,437,10540,4854,5686,12079,6686,5393,88,32,56,1348,164,1184,2512,1470,1042,2456,612,11645,0.706186926193,train
md_0000061,40937,27987,248,2873,271,2602,11353,3319,8034,6887,2141,4746,746,599,147,4125,1735,2390,1755,2029,10921,0.683660258446,train
ca_0000539,28416,23916,41,7750,1995,5755,10552,3351,7201,688,375,313,375,139,236,2746,1655,1091,1764,694,3806,0.841638513514,train
nj_0000084,43766,35139,509,1304,471,833,18899,8341,10558,10885,5458,5427,37,0,37,3100,1402,1698,405,771,7856,0.802883516885,train
ma_0000078,45305,39395,325,4737,1162,3575,19738,7427,12311,10378,4039,6339,329,112,217,3205,2060,1145,683,1279,4631,0.869550822205,train
id_0000035,41267,28771,270,9754,2080,7674,9693,2544,7149,228,55,173,2751,390,2361,2210,1075,1135,3865,1486,11010,0.697191460489,train
ma_0000108,57628,51913,337,3824,1847,1977,29314,16167,13147,8527,4596,3931,241,0,241,7067,5633,1434,2603,1127,4588,0.900829457902,train
ca_0000427,40427,32258,1281,12043,3720,8323,8057,3419,4638,437,194,243,3347,953,2394,3800,1844,1956,3293,1665,6504,0.797932075098,train
md_0000083,40466,28270,641,2030,634,1396,12006,3555,8451,4779,1334,3445,325,68,257,7174,3019,4155,1315,1674,10522,0.698611179756,train
ca_0000377,87073,78521,450,15814,7658,8156,46693,20895,25798,3103,1204,1899,1219,231,988,8318,5133,3185,2924,2431,6121,0.90178356092,train
fl_0000199,69185,54697,873,9431,2871,6560,30248,8180,22068,2471,721,1750,1553,147,1406,7345,2836,4509,2776,3752,10736,0.790590445906,train
sc_0000052,60979,41820,455,10631,4126,6505,19984,7320,12664,1866,1053,813,461,44,417,6178,3919,2259,2245,2061,17098,0.685809868971,train
nc_0000120,51499,36520,524,7250,2247,5003,19442,7821,11621,1861,947,914,350,69,281,3865,2711,1154,3228,2734,12245,0.709139983301,train
ga_0000150,48447,38922,140,12668,4134,8534,16114,6789,9325,962,605,357,1039,743,296,4739,2972,1767,3260,1828,7697,0.803393398972,train
ca_0000384,42105,32974,338,7845,2211,5634,15307,4786,10521,4607,1530,3077,760,320,440,2519,1152,1367,1598,662,8469,0.783137394609,train
ny_0000244,43558,26554,188,1481,366,1115,18562,4868,13694,1678,757,921,91,43,48,3010,1288,1722,1544,1306,15698,0.609623949676,train
mi_0000149,65356,46109,514,7138,3025,4113,27695,11950,15745,1411,633,778,827,303,524,3359,2022,1337,5165,4055,15192,0.705505232878,train
ca_0000511,51598,34213,323,4934,1288,3646,15362,5763,9599,1404,422,982,670,439,231,9450,1630,7820,2070,2668,14717,0.663068335982,train
va_0000101,45285,32180,743,5482,1655,3827,17454,7555,9899,541,264,277,1482,1003,479,2487,1315,1172,3991,2698,10407,0.710610577454,train
ca_0000447,43127,38327,229,8383,3812,4571,13105,5997,7108,4963,2505,2458,1811,665,1146,6409,3973,2436,3427,1362,3438,0.888700813875,train
tx_0000237,37290,31884,147,2814,1125,1689,11241,7027,4214,9064,4324,4740,717,399,318,3217,1668,1549,4684,425,4981,0.855028157683,train
nj_0000099,44609,36580,533,3100,1051,2049,22025,10130,11895,6638,2602,4036,0,0,0,3806,2612,1194,478,931,7098,0.820013898541,train
tx_0000342,36451,26242,526,4399,2072,2327,7410,3034,4376,712,262,450,1470,826,644,8832,6246,2586,2893,2761,7448,0.719925379276,train
nj_0000143,43977,38201,211,2408,1313,1095,20305,10784,9521,10921,5805,5116,100,100,0,3535,2410,1125,721,952,4824,0.868658617004,train
fl_0000203,50530,37089,1157,16339,7247,9092,11998,4560,7438,406,185,221,1299,453,846,3819,1845,1974,2071,1616,11825,0.733999604196,train
ct_0000070,51360,39163,117,6977,2619,4358,23930,7273,16657,1474,516,958,560,117,443,4424,2111,2313,1681,1845,10352,0.762519470405,train
ga_0000092,40518,25787,103,9817,2731,7086,9944,4401,5543,45,0,45,901,278,623,2551,882,1669,2426,1102,13629,0.636433190187,train
or_0000050,41996,28084,781,9692,3028,6664,8864,3308,5556,263,96,167,2002,484,1518,3569,1688,1881,2913,1828,12084,0.668730355272,train
il_0000140,74908,46771,991,19681,5780,13901,12923,5407,7516,492,230,262,3010,584,2426,4238,2073,2165,5436,2971,25166,0.624379238533,train
tn_0000102,49370,31113,298,8690,3310,5380,14034,6110,7924,1290,899,391,358,0,358,3705,1626,2079,2738,2671,15586,0.630200526636,train
mi_0000153,83453,65137,560,9082,2379,6703,44084,17523,26561,1347,436,911,435,110,325,6733,3060,3673,2896,3556,14760,0.78052316873,train
ca_0000357,40165,36194,771,9882,3109,6773,15713,6374,9339,1481,884,597,528,185,343,6036,3248,2788,1783,1115,2856,0.901132827088,train
nv_0000047,56704,47033,547,8228,2564,5664,26397,8743,17654,1729,83,1646,1141,346,795,4450,2582,1868,4541,1751,7920,0.829447658014,train
ga_0000139,70968,46175,464,7069,2744,4325,28162,8421,19741,614,56,558,640,289,351,7462,3614,3848,1764,3747,21046,0.65064536129,train
ny_0000144,39198,27618,292,3129,511,2618,19051,5064,13987,134,111,23,1096,401,695,1999,934,1065,1917,1673,9907,0.704576764121,train
ut_0000048,30033,23778,392,6767,3502,3265,10052,5026,5026,597,174,423,1110,634,476,3257,1764,1493,1603,3953,2302,0.791729097992,train
ky_0000062,44700,31035,272,13850,5612,8238,8692,3407,5285,383,274,109,2390,1344,1046,3640,1805,1835,1808,1929,11736,0.694295302013,train
ma_0000081,42773,38228,181,2920,1038,1882,23517,11818,11699,7197,3713,3484,216,79,137,3602,1918,1684,595,531,4014,0.893741378907,train
pa_0000176,46168,35207,879,5616,1701,3915,20443,7723,12720,1185,564,621,1708,286,1422,2724,1489,1235,2652,1692,9269,0.762584474095,train
fl_0000185,70384,51839,379,9022,2393,6629,32590,8805,23785,2471,1147,1324,751,150,601,3527,1525,2002,3099,2494,16051,0.736516822005,train
tx_0000236,48823,30605,409,7045,2220,4825,10262,3329,6933,1990,856,1134,447,93,354,4801,2447,2354,5651,2563,15655,0.626856194826,train
in_0000128,45403,31468,886,9580,2399,7181,9456,1989,7467,1363,574,789,2061,1061,1000,4506,1828,2678,3616,2302,11633,0.693081954937,train
fl_0000197,66254,39628,1106,17468,4372,13096,10785,2632,8153,726,323,403,2138,512,1626,4621,1868,2753,2784,3863,22763,0.598122377517,train
ky_0000059,49042,34454,379,3281,1266,2015,21572,12076,9496,335,45,290,398,121,277,4655,2870,1785,3834,2616,11972,0.702540679418,train
ma_0000076,45568,34499,202,5136,1051,4085,17757,3847,13910,6571,2256,4315,420,144,276,3785,2155,1630,628,1474,9595,0.757088307584,train
fl_0000263,41190,34168,443,6093,1666,4427,19546,6614,12932,2125,1131,994,239,204,35,4709,2835,1874,1013,1030,5992,0.829521728575,train
ca_0000351,54242,38653,140,17679,2343,15336,13216,4104,9112,771,276,495,849,369,480,4054,1701,2353,1944,1566,14023,0.712602780133,train
pa_0000154,43863,29703,340,8016,2603,5413,11761,4503,7258,3989,1124,2865,621,201,420,3964,1913,2051,1012,1934,12226,0.677176663703,train
nc_0000093,53786,34780,654,12656,3931,8725,11488,3953,7535,1626,762,864,1298,254,1044,4564,2221,2343,2494,2364,16642,0.646636671253,train
ks_0000053,46055,35311,578,8782,3381,5401,14137,4364,9773,1551,753,798,2677,1234,1443,4288,1689,2599,3298,1586,9158,0.766713711866,train
ca_0000473,48189,41307,222,10485,4561,5924,15241,7232,8009,4408,2944,1464,726,341,385,8468,5062,3406,1757,2339,4543,0.857187324908,train
ga_0000087,59784,41819,275,6656,2813,3843,24138,11680,12458,208,29,179,883,594,289,3953,1807,2146,5706,2858,15107,0.699501538873,train
ky_0000068,52753,32647,1194,12811,4165,8646,9088,3073,6015,1253,693,560,1878,550,1328,4074,2039,2035,2349,2184,17922,0.618865277804,train
wa_0000089,37706,32097,318,4283,1691,2592,20184,11701,8483,1619,832,787,753,252,501,3886,2496,1390,1054,1149,4460,0.851243833873,train
oh_0000181,47006,26854,401,5477,1322,4155,11069,3187,7882,2906,909,1997,381,81,300,3302,1607,1695,3318,4900,15252,0.571288771646,train
ca_0000398,51083,28956,948,12634,3042,9592,7257,2230,5027,444,212,232,626,140,486,3974,1564,2410,3073,3135,18992,0.566842197992,train
pa_0000165,53517,37809,364,3232,1096,2136,20766,4768,15998,6487,1779,4708,468,47,421,4152,2094,2058,2340,2242,13466,0.706485789562,train
hi_0000024,56619,42628,412,6029,2270,3759,29083,11131,17952,314,207,107,586,465,121,3678,2102,1576,2526,1972,12019,0.752892138681,train
oh_0000155,43291,25881,396,3277,1333,1944,16230,5334,10896,377,69,308,352,60,292,2784,1458,1326,2465,2715,14695,0.597837887783,train
tx_0000286,72072,51023,25,9537,4703,4834,28759,14745,14014,230,116,114,1798,1193,605,4775,2534,2241,5899,9155,11894,0.707944832945,train
mi_0000142,39588,33480,419,6443,3296,3147,17371,7508,9863,1636,768,868,1921,527,1394,2311,1266,1045,3379,1638,4470,0.845710821461,train
tx_0000202,72307,49096,1110,10822,4505,6317,18241,8484,9757,1461,556,905,5086,1456,3630,4785,2377,2408,7591,5303,17908,0.678993735046,train
mn_0000076,48297,40625,394,13046,4404,8642,18701,7141,11560,434,259,175,950,505,445,5461,2807,2654,1639,1314,6358,0.841149553803,train
tx_0000283,51208,36816,317,3748,866,2882,24902,8446,16456,990,37,953,1324,90,1234,3683,1751,1932,1852,5434,8958,0.718950164037,train
tn_0000071,65592,39459,1978,10064,2902,7162,19604,6086,13518,354,0,354,1306,130,1176,2774,1212,1562,3379,1839,24294,0.601582510062,train
co_0000068,47916,39291,425,10926,4979,5947,20351,9299,11052,226,144,82,727,210,517,3929,2687,1242,2707,2290,6335,0.819997495617,train
md_0000094,52683,44620,377,4444,1081,3363,18656,5374,13282,14016,4456,9560,931,394,537,3985,2231,1754,2211,1148,6915,0.846952527381,train
ca_0000343,65680,54623,606,13386,5724,7662,23380,11235,12145,3155,2138,1017,828,567,261,7908,4462,3446,5360,1521,9536,0.831653471376,train
pa_0000159,49007,26018,383,7645,1570,6075,9242,2981,6261,2005,496,1509,1120,367,753,4542,2497,2045,1081,2080,20909,0.530903748444,train
az_0000072,42404,31398,190,5664,2187,3477,20153,7283,12870,171,135,36,415,181,234,2779,1401,1378,2026,1593,9413,0.740449014244,train
nj_0000134,39376,32138,296,1265,412,853,12713,5936,6777,13005,6857,6148,49,0,49,3972,2248,1724,838,1454,5784,0.81618244616,train
ca_0000332,66751,52515,880,14625,6927,7698,19308,8060,11248,896,647,249,4281,2059,2222,7994,5268,2726,4531,3729,10507,0.78672978682,train
fl_0000211,38502,25792,599,8295,1657,6638,8950,2860,6090,907,440,467,1732,1074,658,3266,1635,1631,2043,2456,10254,0.669887278583,train
mo_0000084,41222,28142,1086,12173,2720,9453,8139,2155,5984,337,93,244,2346,526,1820,2649,1182,1467,1412,1891,11189,0.682693707244,train
az_0000086,43022,38748,361,6120,1432,4688,23565,7720,15845,419,216,203,1341,310,1031,5727,2757,2970,1215,1200,3074,0.900655478592,train
ca_0000534,70751,58938,596,7741,3414,4327,41100,22589,18511,363,86,277,824,35,789,6108,3435,2673,2206,2508,9305,0.833034162061,train
ny_0000265,62888,45413,714,4928,884,4044,27260,5399,21861,7456,1970,5486,419,126,293,3538,1428,2110,1098,1650,15825,0.722125047704,train
wi_0000072,85072,71529,1411,20569,7583,12986,34206,16012,18194,3218,1286,1932,949,534,415,7504,4229,3275,3672,2917,10626,0.840805435396,train
ca_0000559,38753,25830,633,7534,3177,4357,10020,3979,6041,944,143,801,801,323,478,3876,1837,2039,2022,1432,11491,0.666529042913,train
tx_0000235,49490,35957,271,10007,4899,5108,11773,5755,6018,3248,1220,2028,280,63,217,5848,2836,3012,4530,1657,11876,0.726550818347,train
nc_0000155,41126,26933,336,7385,2780,4605,11271,4203,7068,126,31,95,1311,543,768,2312,1219,1093,4192,1039,13154,0.654889850703,train
az_0000101,91064,67587,1397,14830,3976,10854,29013,9487,19526,3048,1279,1769,6219,1458,4761,7941,4868,3073,5139,4753,18724,0.742192304313,train
pa_0000144,63594,54933,313,2448,777,1671,21207,8496,12711,17785,9308,8477,272,132,140,11551,3957,7594,1357,1517,7144,0.863807906406,train
tn_0000067,41837,25345,844,11294,3758,7536,5152,1602,3550,692,391,301,1081,576,505,4023,1185,2838,2259,1680,14812,0.605803475393,train
ct_0000066,75029,59837,642,11901,3197,8704,36410,13089,23321,1803,963,840,298,13,285,6705,3404,3301,2078,2553,12639,0.797518292927,train
co_0000078,42526,28730,447,4654,1738,2916,11883,4899,6984,374,268,106,1617,353,1264,6692,3201,3491,3063,2972,10824,0.675586699901,train
nc_0000101,58462,33350,977,12282,4303,7979,10481,3695,6786,236,111,125,1088,398,690,5328,2693,2635,2958,3701,21411,0.570456022716,train
wa_0000078,37822,31065,1329,8240,2617,5623,8430,3883,4547,405,238,167,4406,1486,2920,3218,1926,1292,5037,1429,5328,0.821347363968,train
mi_0000145,68221,55702,637,9317,4461,4856,32562,14543,18019,1562,876,686,1903,660,1243,5815,2618,3197,3906,2483,10036,0.816493455094,train
mi_0000124,78776,55471,1329,9026,3270,5756,32560,13870,18690,1353,732,621,2553,1154,1399,3560,1309,2251,5090,4128,19177,0.704161165837,train
co_0000076,56814,46787,327,9558,3654,5904,29162,15522,13640,529,182,347,273,132,141,4568,2830,1738,2370,2863,7164,0.823511810469,train
oh_0000169,39651,25933,446,5187,2075,3112,13634,4191,9443,467,21,446,1042,370,672,3051,1465,1586,2106,3502,10216,0.654031424176,train
ma_0000109,37649,34078,151,1347,677,670,14747,7567,7180,12264,7541,4723,143,0,143,4511,3157,1354,915,826,2745,0.905150203193,train
nj_0000092,38353,33697,106,872,247,625,29270,14001,15269,733,176,557,48,48,0,2100,985,1115,568,476,4180,0.878601413188,train
va_0000100,67955,37575,3513,13552,4311,9241,4989,1559,3430,727,288,439,5179,1443,3736,3224,1617,1607,6391,3565,26815,0.552939445221,train
az_0000056,57020,45489,786,10339,2993,7346,23002,7500,15502,1850,699,1151,1422,623,799,3899,1741,2158,4191,2221,9310,0.797772711329,train
nj_0000142,52257,42314,223,2803,1396,1407,26285,13687,12598,4838,2513,2325,256,85,171,5460,2799,2661,2449,1604,8339,0.809728840155,train
va_0000128,34781,32634,318,2539,1262,1277,12157,6057,6100,11926,7086,4840,280,202,78,4471,2552,1919,943,782,1365,0.938270895029,train
id_0000028,39914,30331,1290,11904,3225,8679,7594,2555,5039,794,84,710,2946,841,2105,3563,1749,1814,2240,2049,7534,0.759908803928,train
ca_0000431,76844,70921,273,11161,5678,5483,47996,24258,23738,1727,971,756,535,445,90,7960,5654,2306,1269,1965,3958,0.922921763573,train
fl_0000182,46053,37675,622,7172,2764,4408,21834,8923,12911,2250,996,1254,429,0,429,3896,1825,2071,1472,876,7502,0.818079169652,train
fl_0000254,37154,24919,25,4411,1529,2882,15532,5352,10180,127,127,0,332,129,203,3661,1607,2054,831,2100,10135,0.670694945363,train
fl_0000268,54841,37437,436,3358,592,2766,19632,4722,14910,8314,1687,6627,455,209,246,4217,1777,2440,1025,1416,15988,0.682646195365,train
fl_0000232,30280,23872,342,6860,1647,5213,12175,3250,8925,1935,682,1253,86,47,39,2326,1240,1086,148,963,5445,0.788375165125,train
co_0000065,49679,43774,151,8841,3736,5105,25773,14357,11416,851,482,369,527,268,259,5959,3746,2213,1672,2469,3436,0.881136898891,train
tx_0000329,42753,36204,56,9016,2544,6472,14847,5832,9015,2567,1060,1507,369,171,198,8291,2949,5342,1058,2291,4258,0.846817767174,train
md_0000056,45229,39166,778,3496,1243,2253,19658,7720,11938,7506,3702,3804,873,511,362,4847,3227,1620,2008,637,5426,0.865948838135,train
ok_0000058,72782,57268,222,8700,3676,5024,36674,18122,18552,1071,646,425,1247,631,616,4920,2635,2285,4434,3611,11903,0.786842900717,train
tx_0000200,57088,36777,922,13614,4338,9276,5111,1777,3334,952,623,329,6018,2211,3807,6241,3174,3067,3919,3585,16726,0.644215947309,train
co_0000084,35521,32336,247,10476,5198,5278,14004,6930,7074,485,250,235,1170,696,474,5256,4234,1022,698,872,2313,0.910334731567,train
il_0000209,49178,30857,271,8226,3713,4513,12767,6164,6603,367,199,168,1062,452,610,2916,1631,1285,5248,3168,15153,0.627455366221,train
ms_0000032,58820,29435,1210,10135,2950,7185,6301,1775,4526,333,82,251,2897,1093,1804,2953,1552,1401,5606,2749,26636,0.500425025502,train
ny_0000178,41884,32010,475,4857,1951,2906,15141,6198,8943,1259,441,818,308,168,140,9158,4374,4784,812,2008,7866,0.764253652946,train
tx_0000306,34450,21906,305,4887,1604,3283,9396,3060,6336,510,131,379,360,269,91,2618,997,1621,3830,2606,9938,0.63587808418,train
pa_0000119,50249,31594,495,4300,949,3351,19599,3912,15687,2735,616,2119,680,144,536,2216,1458,758,1569,3134,15521,0.628748830823,train
de_0000015,57215,46179,263,3299,875,2424,22341,8396,13945,13276,6388,6888,215,123,92,5523,2921,2602,1262,4068,6968,0.807113519182,train
ca_0000479,38815,29928,727,10761,2057,8704,9835,3191,6644,2218,428,1790,1151,312,839,2222,772,1450,3014,1934,6953,0.771042122891,train
ca_0000470,54816,40635,319,10346,4036,6310,18646,9091,9555,4020,2554,1466,480,296,184,4481,2546,1935,2343,3508,10673,0.741298161121,train
nj_0000150,36892,25805,796,2805,889,1916,16171,5086,11085,1795,569,1226,852,125,727,2252,912,1340,1134,1408,9679,0.699474140735,train
tx_0000252,43524,33302,641,8618,3523,5095,4288,1545,2743,2827,1489,1338,7287,2389,4898,4459,2759,1700,5182,1054,9168,0.765141071593,train
nc_0000121,41319,27862,198,4344,938,3406,17658,4962,12696,554,108,446,765,190,575,2876,1594,1282,1467,1276,12181,0.674314480021,train
pa_0000158,43864,17506,229,3464,619,2845,7410,1847,5563,1242,235,1007,654,0,654,3168,1169,1999,1339,2457,23901,0.399097209557,train
ne_0000030,55939,38695,1267,15655,4345,11310,9525,2902,6623,1306,483,823,3430,1078,2352,4239,2060,2179,3273,2227,15017,0.691735640609,train
va_0000086,80219,48752,2567,9353,2862,6491,21848,8105,13743,1761,705,1056,5226,1006,4220,4569,1885,2684,3428,3330,28137,0.607736321819,train
fl_0000226,46652,36123,355,8714,2531,6183,17609,7623,9986,1734,871,863,564,155,409,5447,3305,2142,1700,2367,8162,0.774307639544,train
mn_0000083,42055,37883,508,7668,2307,5361,23474,11963,11511,386,127,259,644,394,250,4116,2298,1818,1087,849,3323,0.900796575912,train
pr_0000069,42510,16103,893,3326,722,2604,3148,610,2538,106,64,42,1617,327,1290,760,44,716,6253,826,25581,0.378804987062,train
ut_0000041,45114,33165,478,16665,6210,10455,5572,2004,3568,1025,802,223,1551,586,965,5494,2483,3011,2380,1683,10266,0.735137651283,train
ny_0000263,51962,41072,493,9979,1541,8438,23109,7894,15215,2847,668,2179,510,211,299,2804,985,1819,1330,806,10084,0.790423771217,train
ca_0000346,67641,49521,942,17771,4992,12779,13073,5253,7820,1474,603,871,4578,672,3906,8205,2950,5255,3478,2864,15256,0.732115137269,train
tx_0000264,35646,25239,694,6400,3484,2916,8810,3912,4898,1102,473,629,533,104,429,3371,1351,2020,4329,1354,9053,0.708045783538,train
nj_0000097,47417,37051,267,2899,1002,1897,20386,5068,15318,8733,3387,5346,63,63,0,3303,1375,1928,1400,1036,9330,0.781386422591,train
ok_0000055,38496,26748,670,9316,3502,5814,4420,2476,1944,1030,653,377,3879,1480,2399,2008,1439,569,5425,1690,10058,0.694825436409,train
ca_0000561,37735,26895,463,7939,3894,4045,10839,5980,4859,2028,1686,342,494,128,366,3506,2027,1479,1626,686,10154,0.712733536505,train
nc_0000108,40515,33972,176,6041,2454,3587,22664,9536,13128,780,188,592,432,339,93,2630,1366,1264,1249,2092,4451,0.838504257682,train
il_0000208,86070,71667,260,13586,6566,7020,42733,24399,18334,2800,1965,835,1627,713,914,6395,3846,2549,4266,4673,9730,0.832659463228,train
tx_0000330,39011,32228,435,6535,2291,4244,11479,4957,6522,4027,2101,1926,1111,67,1044,6439,2547,3892,2202,1118,5665,0.826125964472,train
pa_0000139,39767,26741,356,3545,1098,2447,15764,4470,11294,2606,703,1903,41,0,41,2361,731,1630,2068,1673,11353,0.672441974501,train
ny_0000191,37507,31493,187,470,300,170,20104,5985,14119,6127,2420,3707,131,15,116,3709,2123,1586,765,996,5018,0.839656597435,train
ne_0000037,41752,25961,256,3352,851,2501,16601,5478,11123,780,233,547,827,39,788,2313,1203,1110,1832,2275,13516,0.621790572907,train
pa_0000174,50196,40240,517,8456,2216,6240,26397,9468,16929,154,75,79,850,558,292,2619,988,1631,1247,1328,8628,0.80165750259,train
tx_0000242,58296,48324,90,11164,6784,4380,19597,11066,8531,5157,3053,2104,1219,810,409,5568,4450,1118,5529,2941,7031,0.82894195142,train
ga_0000130,39083,35110,254,13950,6465,7485,14131,6872,7259,969,733,236,552,316,236,3822,1957,1865,1432,707,3266,0.898344548781,train
nj_0000107,36694,32569,220,3239,1293,1946,22709,8705,14004,2137,925,1212,78,78,0,3379,1930,1449,807,792,3333,0.887583801166,train
ut_0000045,29099,23961,339,5867,1682,4185,11813,3879,7934,177,61,116,1065,98,967,1539,859,680,3161,1705,3433,0.823430358432,train
tx_0000403,31216,19897,754,4889,411,4478,7959,1833,6126,581,127,454,973,141,832,3509,784,2725,1232,287,11032,0.637397488467,train
ms_0000045,44963,23387,834,7815,2349,5466,8074,2259,5815,110,97,13,1899,376,1523,2626,1065,1561,2029,4911,16665,0.520138780775,train
ky_0000069,53445,37728,884,17109,3210,13899,13807,3557,10250,799,448,351,1058,242,816,3133,1848,1285,938,1918,13799,0.705921975863,train
nc_0000133,48286,33261,322,9000,2727,6273,16113,4154,11959,761,432,329,730,282,448,4205,2397,1808,2130,2121,12904,0.68883320217,train
oh_0000178,45944,32292,516,5966,2214,3752,19469,6313,13156,441,216,225,1052,246,806,2878,1047,1831,1970,2368,11284,0.702855650357,train
fl_0000294,36425,23104,969,13201,4246,8955,2452,1324,1128,106,0,106,685,314,371,3851,1769,2082,1840,2635,10686,0.634289636239,train
nj_0000080,53286,41308,792,6277,1217,5060,27528,8267,19261,1461,591,870,666,379,287,3705,1770,1935,879,1676,10302,0.775213001539,train
wa_0000077,49163,39005,334,5989,2014,3975,22786,11914,10872,127,0,127,794,314,480,5474,2756,2718,3501,1349,8809,0.79338120131,train
va_0000105,62167,37923,1268,7360,2462,4898,14073,4557,9516,776,230,546,2606,1194,1412,3978,2328,1650,7862,4638,19606,0.610018176846,train
wi_0000082,41524,29331,791,11699,2831,8868,8872,2858,6014,28,15,13,2295,674,1621,2636,1157,1479,3010,1015,11178,0.706362585493,train
ca_0000426,47482,40225,676,8898,4765,4133,16957,8979,7978,3508,2533,975,2004,957,1047,5756,3423,2333,2426,1337,5920,0.847163135504,train
oh_0000106,45886,37493,261,8121,3225,4896,20549,8374,12175,1724,738,986,231,63,168,4643,2094,2549,1964,1410,6983,0.817090180011,train
va_0000127,50634,47558,271,3185,1346,1839,15899,8196,7703,20686,12565,8121,444,363,81,5664,3669,1995,1409,273,2803,0.939250306118,train
ca_0000512,37947,29899,165,3735,920,2815,17670,6896,10774,455,243,212,182,137,45,1935,1009,926,5757,1382,6666,0.787914723167,train
md_0000058,46450,37349,182,2311,763,1548,16882,7102,9780,10413,4322,6091,117,0,117,6163,3999,2164,1281,1131,7970,0.804068891281,train
wa_0000081,40832,30060,231,5718,2016,3702,15098,5889,9209,206,74,132,991,413,578,5807,2772,3035,2009,2870,7902,0.736187304075,train
