,0165_10,0165_11,0165_12,0165_13,0165_14,0165_15,0165_16,0165_17,0165_18,0165_19,0165_20,0165_21,0165_22,0165_23,0165_24,0165_25,0165_26,0165_27,0165_28,0165_29,0165_30,internetP,label
tx_0000312,38311,28325,275,6204,2442,3762,11048,4817,6231,1901,1082,819,333,74,259,3698,2229,1469,4866,1741,8245,0.7393437916,valid
nj_0000136,36551,28974,106,5134,2256,2878,17516,7246,10270,2747,1179,1568,253,125,128,2544,1097,1447,674,647,6930,0.792700610106,valid
tx_0000198,40968,28158,414,5914,1420,4494,12898,3944,8954,1748,806,942,1503,203,1300,3453,1620,1833,2228,4270,8540,0.687316930287,valid
ny_0000148,47392,38507,327,2737,858,1879,19472,8718,10754,10835,4586,6249,481,111,370,3939,1668,2271,716,766,8119,0.812521100608,valid
il_0000217,61746,52781,259,11264,6997,4267,28764,16417,12347,2826,1333,1493,1346,538,808,5153,3287,1866,3169,1518,7447,0.854808408642,valid
mt_0000030,43746,33569,786,6118,1705,4413,19723,5416,14307,539,220,319,573,48,525,4155,2117,2038,1675,2331,7846,0.767361587345,valid
tn_0000094,60120,50413,170,6874,3555,3319,33832,19332,14500,1954,1097,857,667,322,345,4727,2818,1909,2189,1753,7954,0.838539587492,valid
nj_0000102,37728,31836,257,3223,1119,2104,23842,13095,10747,1206,262,944,143,48,95,1993,1039,954,1172,407,5485,0.843829516539,valid
fl_0000274,47197,37465,655,3179,959,2220,27072,7223,19849,1976,429,1547,198,41,157,3203,1366,1837,1182,1967,7765,0.793800453419,valid
wa_0000101,35183,27495,153,6737,2921,3816,14754,4781,9973,191,124,67,1313,658,655,2736,1375,1361,1611,1754,5934,0.78148537646,valid
pa_0000093,67159,51243,1180,12602,3484,9118,26627,10385,16242,1109,300,809,1179,362,817,3890,1280,2610,4656,2243,13673,0.763010169895,valid
pa_0000146,49909,41046,365,4139,1504,2635,20374,8858,11516,8630,4001,4629,559,150,409,5674,3013,2661,1305,1200,7663,0.822416798573,valid
me_0000025,61621,42083,1377,15909,2925,12984,14901,3303,11598,438,127,311,1915,474,1441,4154,1226,2928,3389,3392,16146,0.682932766427,valid
tx_0000371,37455,21290,317,4180,1542,2638,8898,3289,5609,168,0,168,604,208,396,2957,1885,1072,4166,3360,12805,0.568415431852,valid
nj_0000123,70242,46482,393,3535,1389,2146,24553,7149,17404,7354,4079,3275,981,356,625,6476,2326,4150,3190,6866,16894,0.661740838814,valid
pa_0000096,43652,30762,1352,15315,2160,13155,9034,1888,7146,389,162,227,1015,40,975,2785,957,1828,872,1406,11484,0.704709978924,valid
mi_0000114,51292,41441,351,7764,3099,4665,23926,9735,14191,1175,382,793,1445,390,1055,4139,1904,2235,2641,2237,7614,0.807942759105,valid
ia_0000059,49643,34054,433,9717,2507,7210,10001,3109,6892,4107,1461,2646,1885,584,1301,4102,2145,1957,3809,2878,12711,0.685977882078,valid
ny_0000221,44874,30595,117,1184,629,555,20414,7656,12758,686,229,457,287,182,105,6868,4098,2770,1039,2251,12028,0.681797923073,valid
ma_0000117,45659,29800,353,3478,598,2880,21338,6706,14632,380,0,380,350,224,126,2443,948,1495,1458,1489,14370,0.652664315907,valid
ca_0000492,38208,30038,323,5760,1801,3959,13424,4851,8573,769,100,669,3456,1286,2170,3276,1593,1683,3030,1431,6739,0.786170435511,valid
ia_0000040,49463,33371,646,8938,3047,5891,12111,4373,7738,2486,1113,1373,2375,559,1816,3918,2223,1695,2897,3202,12890,0.674665911894,valid
la_0000080,47348,30929,251,6457,2282,4175,13804,6604,7200,917,285,632,284,35,249,5678,2318,3360,3538,1953,14466,0.653227169046,valid
fl_0000234,33636,27308,410,9048,2324,6724,11608,3244,8364,2197,1053,1144,334,82,252,2925,1725,1200,786,566,5762,0.811868236413,valid
mt_0000026,63202,45406,527,10681,2679,8002,17179,6111,11068,1213,175,1038,5037,1255,3782,6568,2327,4241,4201,2419,15377,0.718426632069,valid
az_0000082,44298,33704,229,8434,1558,6876,19539,8530,11009,663,298,365,715,284,431,2896,1986,910,1228,1976,8618,0.760846990835,valid
ny_0000127,51414,38380,782,4691,1215,3476,23232,7051,16181,357,142,215,2839,861,1978,2444,1011,1433,4035,1610,11424,0.746489283075,valid
wi_0000104,48739,39122,666,13405,4365,9040,11955,5085,6870,2364,931,1433,1651,588,1063,4367,1909,2458,4714,1852,7765,0.802683682472,valid
wi_0000069,77714,52066,2247,24342,5775,18567,11386,3191,8195,1709,414,1295,2237,557,1680,6857,2041,4816,3288,3655,21993,0.669969374887,valid
pr_0000060,41918,18085,362,4556,1373,3183,8871,4108,4763,144,0,144,551,107,444,1475,933,542,2126,756,23077,0.431437568586,valid
az_0000094,45988,39424,307,8812,2249,6563,22641,8603,14038,1098,798,300,1370,536,834,3358,1826,1532,1838,1197,5367,0.85726711316,valid
pr_0000075,73775,32808,1421,8114,3490,4624,9971,4856,5115,2354,737,1617,853,250,603,3396,1183,2213,6699,4623,36344,0.444703490342,valid
ca_0000550,46885,40491,326,14549,6215,8334,15866,7612,8254,421,239,182,358,72,286,5078,2857,2221,3893,1314,5080,0.863623760264,valid
ma_0000077,44568,35851,293,6142,1875,4267,23041,6693,16348,2103,858,1245,564,47,517,2399,1160,1239,1309,1064,7653,0.804411236762,valid
md_0000086,44758,34662,498,2822,1126,1696,13351,4553,8798,8831,2884,5947,549,41,508,6092,2052,4040,2519,998,9098,0.774431386568,valid
nh_0000030,56347,45409,407,4479,1431,3048,33690,12019,21671,355,228,127,527,199,328,4200,1748,2452,1751,3059,7879,0.805881413385,valid
mi_0000133,72623,55206,1141,12868,4140,8728,24275,9354,14921,988,210,778,2636,811,1825,6184,3367,2817,7114,2810,14607,0.760172397174,valid
ct_0000065,47033,39363,305,7458,3929,3529,24364,12084,12280,1499,1000,499,855,533,322,3606,1905,1701,1276,1431,6239,0.836923011503,valid
mn_0000102,52706,40699,893,12333,4452,7881,12414,5084,7330,2401,1439,962,2461,928,1533,5421,2848,2573,4776,1686,10321,0.772189124578,valid
il_0000158,39983,29029,343,6441,1525,4916,12727,4758,7969,103,69,34,3724,732,2992,2287,1280,1007,3404,1312,9642,0.726033564265,valid
ca_0000368,48787,41959,351,9150,4376,4774,21737,11929,9808,2701,1089,1612,979,660,319,5176,3452,1724,1865,1064,5764,0.860044684035,valid
ok_0000047,41819,32597,497,7081,2660,4421,16275,6930,9345,2045,998,1047,1493,499,994,3547,2242,1305,1659,3113,6109,0.7794782276,valid
ca_0000490,27872,24600,0,5826,2729,3097,9086,4814,4272,3811,2319,1492,535,201,334,3303,1753,1550,2039,751,2521,0.88260619977,valid
nc_0000130,40807,25496,703,12584,3787,8797,4789,1848,2941,933,400,533,1947,399,1548,2103,1004,1099,2437,1980,13331,0.624794765604,valid
md_0000088,40726,32467,191,2472,534,1938,11259,3819,7440,10677,4571,6106,229,153,76,6767,2721,4046,872,1352,6907,0.79720571625,valid
ny_0000246,66492,53161,648,4095,641,3454,21599,5829,15770,8530,2414,6116,333,120,213,16498,7715,8783,1458,3214,10117,0.799509715454,valid
al_0000065,62058,36743,872,12749,4002,8747,9955,3261,6694,287,53,234,2337,683,1654,4315,2116,2199,6228,4022,21293,0.5920751555,valid
tx_0000211,46896,32456,764,8521,3300,5221,13390,5150,8240,164,84,80,2424,1188,1236,2705,1200,1505,4488,1451,12989,0.69208461276,valid
wi_0000074,57009,45986,596,8215,4157,4058,24409,9547,14862,1241,480,761,2074,1171,903,4079,2099,1980,5372,1258,9765,0.806644564893,valid
ny_0000146,42934,30963,819,5853,1710,4143,18669,5709,12960,116,0,116,468,134,334,3831,1996,1835,1207,1264,10707,0.721176689803,valid
ca_0000326,44008,40149,0,8345,5168,3177,21356,15398,5958,1739,1148,591,790,398,392,5438,3950,1488,2481,588,3271,0.912311397928,valid
ky_0000056,49479,37607,436,6477,2781,3696,18925,7064,11861,2513,927,1586,544,167,377,6248,3088,3160,2464,1490,10382,0.760059823359,valid
ca_0000410,31824,25554,141,5801,2104,3697,10511,5280,5231,1566,915,651,694,622,72,5459,3351,2108,1382,797,5473,0.802978883861,valid
ia_0000043,54933,39243,1120,11722,3375,8347,11035,3567,7468,2638,691,1947,2722,718,2004,6410,3094,3316,3596,1981,13709,0.714379334826,valid
nj_0000119,38184,31845,227,2341,752,1589,21174,8799,12375,3734,1638,2096,86,86,0,3563,1874,1689,720,890,5449,0.833988057825,valid
ak_0000022,58011,44724,775,14702,4556,10146,19484,8654,10830,324,157,167,1185,508,677,5691,3625,2066,2563,3145,10142,0.770957232249,valid
oh_0000149,44225,39566,109,5792,4184,1608,24318,13484,10834,1919,921,998,412,158,254,4084,2236,1848,2932,877,3782,0.894652345958,valid
wi_0000088,74771,53240,1201,11510,3206,8304,23561,6607,16954,3027,798,2229,3182,724,2458,7240,3496,3744,3519,2965,18566,0.712040764468,valid
fl_0000279,58067,38638,684,4625,1074,3551,21998,8212,13786,2759,1057,1702,1573,257,1316,5012,2280,2732,1987,6695,12734,0.665403757728,valid
hi_0000019,76391,59540,1649,11062,3650,7412,35014,15446,19568,1057,228,829,669,228,441,5139,3197,1942,4950,2118,14733,0.779411187182,valid
nc_0000139,43735,27338,386,5462,1668,3794,12529,3712,8817,1392,830,562,1097,766,331,3342,1634,1708,3130,2047,14350,0.625082885561,valid
ca_0000505,62159,54426,333,7951,3422,4529,34294,12441,21853,1910,1145,765,324,198,126,7159,4719,2440,2455,1147,6586,0.875593236699,valid
tx_0000385,48351,36531,1082,10031,2575,7456,12193,3859,8334,2196,693,1503,4484,1207,3277,4152,1898,2254,2393,1766,10054,0.755537631073,valid
az_0000100,49002,36656,600,11041,5122,5919,14667,5942,8725,258,0,258,2054,461,1593,5524,2226,3298,2512,3307,9039,0.748051099955,valid
ca_0000315,41625,36322,159,9589,3843,5746,20375,12599,7776,1374,521,853,349,0,349,3563,2251,1312,913,792,4511,0.872600600601,valid
ms_0000037,42522,16948,271,7021,1645,5376,4294,1281,3013,549,134,415,1736,560,1176,1925,875,1050,1152,2660,22914,0.398570151921,valid
ca_0000468,37588,30444,53,7527,3345,4182,12309,4992,7317,3976,1702,2274,812,158,654,3484,2497,987,2283,1477,5667,0.809939342343,valid
pa_0000135,52591,35729,856,11673,4076,7597,16843,6083,10760,235,80,155,860,718,142,2368,1356,1012,2894,2336,14526,0.679374797969,valid
wa_0000093,63777,51132,342,6224,2819,3405,36558,15819,20739,823,480,343,684,120,564,4664,2271,2393,1837,1784,10861,0.801731031563,valid
nc_0000102,39257,25389,499,5410,1618,3792,8729,3001,5728,4455,1783,2672,791,417,374,2699,1179,1520,2806,1326,12542,0.646738161347,valid
il_0000182,48359,41878,581,9629,4928,4701,24177,13908,10269,1412,840,572,478,186,292,3455,2674,781,2146,1286,5195,0.865981513265,valid
or_0000057,71637,49817,1816,11912,3564,8348,20080,4641,15439,387,142,245,4684,724,3960,7613,2745,4868,3325,3399,18421,0.69540879713,valid
pa_0000092,43574,29115,427,7472,2843,4629,15502,5653,9849,183,157,26,364,305,59,2209,794,1415,2958,1449,13010,0.668173681553,valid
ca_0000424,44085,32702,248,10545,4949,5596,7371,3655,3716,389,246,143,3333,349,2984,8378,2239,6139,2438,2417,8966,0.741794261087,valid
oh_0000105,64832,49834,588,9707,3309,6398,26808,12302,14506,3004,1590,1414,891,195,696,5853,3617,2236,2983,2518,12480,0.768663622902,valid
ca_0000324,49879,39247,729,7909,3478,4431,22544,9757,12787,1814,763,1051,164,0,164,3460,2193,1267,2627,2129,8503,0.786844162874,valid
ks_0000063,50475,32202,687,9299,2082,7217,12518,3118,9400,1298,500,798,4127,822,3305,2803,1233,1570,1470,1586,16687,0.637979197623,valid
or_0000054,59524,48886,355,7574,2515,5059,30549,12522,18027,581,309,272,1218,468,750,4998,2972,2026,3611,2835,7803,0.821282171897,valid
va_0000089,55364,37717,319,4967,1817,3150,24669,11313,13356,856,468,388,599,144,455,2330,1011,1319,3977,2585,15062,0.681254967127,valid
fl_0000202,61479,50404,755,12735,4977,7758,22647,7479,15168,1156,530,626,3237,2245,992,6504,3945,2559,3370,3292,7783,0.819857187007,valid
sc_0000072,54422,39284,375,9997,4118,5879,20156,9195,10961,797,218,579,839,275,564,3899,1954,1945,3221,1763,13375,0.721840432178,valid
fl_0000265,39129,29025,322,8605,2487,6118,13227,3890,9337,2058,416,1642,487,69,418,3526,2098,1428,800,1575,8529,0.741777198497,valid
tx_0000269,67218,41117,1494,12770,4615,8155,7413,3200,4213,1150,477,673,5437,1924,3513,5746,2552,3194,7107,2636,23465,0.611696271832,valid
ca_0000311,37391,25057,335,5420,2541,2879,10184,4341,5843,431,246,185,570,212,358,5595,4042,1553,2522,1926,10408,0.670134524351,valid
nj_0000095,53432,39452,756,3314,648,2666,21959,4994,16965,7053,1155,5898,654,69,585,4613,2052,2561,1103,1837,12143,0.738359035784,valid
pa_0000145,67080,57013,367,2820,482,2338,19222,6824,12398,14354,5912,8442,516,56,460,18377,4219,14158,1357,1092,8975,0.849925462135,valid
mi_0000129,40647,19696,215,3211,833,2378,12187,2099,10088,441,55,386,600,0,600,2224,1143,1081,818,2033,18918,0.484562206313,valid
nh_0000037,79491,65349,47,4727,1239,3488,47274,23546,23728,3538,1935,1603,288,157,131,7135,3723,3412,2340,4272,9870,0.82209306714,valid
fl_0000208,41092,28861,310,2606,1124,1482,15376,5316,10060,5279,2070,3209,364,46,318,4148,2726,1422,778,4407,7824,0.702350822545,valid
mi_0000160,63462,45710,1160,8071,2810,5261,22855,9730,13125,381,187,194,2244,914,1330,3811,1599,2212,7188,2596,15156,0.720273549526,valid
ny_0000192,33790,29703,84,774,315,459,16178,7118,9060,7810,3195,4615,49,0,49,3740,1986,1754,1068,995,3092,0.879047055342,valid
pa_0000182,57236,43192,740,8702,3473,5229,19615,7241,12374,4537,2663,1874,1702,557,1145,4487,2210,2277,3409,1662,12382,0.754629953176,valid
id_0000027,43482,29496,940,11314,2007,9307,7873,2523,5350,381,88,293,3797,802,2995,3447,1673,1774,1744,2836,11150,0.678349661929,valid
ca_0000404,33054,22832,290,6446,1791,4655,7495,2279,5216,1964,577,1387,408,76,332,4978,2239,2739,1251,2589,7633,0.690748472197,valid
ny_0000261,53528,41033,533,4115,1264,2851,25220,5538,19682,5138,1581,3557,559,0,559,3831,1772,2059,1637,1137,11358,0.766570766702,valid
ct_0000074,42930,34494,45,7378,1970,5408,20213,6884,13329,1366,953,413,113,113,0,4619,2698,1921,760,768,7668,0.803494060098,valid
tx_0000307,35545,20747,326,4921,1988,2933,6868,3380,3488,485,137,348,98,0,98,3217,2060,1157,4832,1647,13151,0.583682655788,valid
tn_0000096,60782,42691,542,9287,3513,5774,16366,6357,10009,881,676,205,2678,890,1788,3079,1334,1745,9858,3594,14497,0.702362541542,valid
nc_0000128,47735,36200,244,9294,2919,6375,20066,9658,10408,165,62,103,1136,671,465,3302,1614,1688,1993,1001,10534,0.758353409448,valid
ny_0000266,47350,37232,118,6721,1161,5560,18357,4873,13484,4352,2036,2316,1293,430,863,4964,2231,2733,1427,1170,8948,0.78631467793,valid
ma_0000114,44443,33440,249,3294,1257,2037,22472,8678,13794,1643,584,1059,250,40,210,4593,1681,2912,939,1653,9350,0.752424453795,valid
ks_0000055,40837,28958,425,5633,2394,3239,12379,4829,7550,2038,804,1234,1944,713,1231,4263,2174,2089,2276,1786,10093,0.709111834856,valid
ca_0000453,57011,45775,440,4390,751,3639,11215,3279,7936,21325,5839,15486,1259,323,936,5957,3133,2824,1189,1638,9598,0.802915226886,valid
fl_0000220,30081,12868,113,3338,676,2662,5120,1473,3647,107,0,107,252,69,183,2295,1221,1074,1643,1049,16164,0.427778331837,valid
ma_0000113,50596,42143,292,3215,1376,1839,25002,12588,12414,6228,3407,2821,494,301,193,4864,3053,1811,2048,1037,7416,0.832931457032,valid
ga_0000118,37885,33286,129,10130,3869,6261,14416,7181,7235,2139,977,1162,908,589,319,4366,2787,1579,1198,676,3923,0.878606308565,valid
wa_0000083,46659,33506,776,8867,2758,6109,8215,3704,4511,5100,1444,3656,3003,778,2225,2439,1187,1252,5106,3611,9542,0.718103688463,valid
co_0000094,41002,32154,468,7240,2958,4282,15688,6420,9268,271,118,153,1212,738,474,2844,1542,1302,4431,1297,7551,0.784205648505,valid
nc_0000162,48444,35952,744,10123,2456,7667,17367,5803,11564,860,280,580,495,191,304,4159,2657,1502,2204,2262,10230,0.742135248947,valid
va_0000110,62963,52619,89,4394,1323,3071,29577,7461,22116,11150,3582,7568,252,43,209,5752,3015,2737,1405,3162,7182,0.835713037816,valid
oh_0000128,43848,30007,430,5917,1967,3950,18448,6758,11690,152,0,152,593,228,365,2533,1699,834,1934,1486,12355,0.684341361065,valid
mo_0000104,41807,24396,886,9960,2753,7207,3993,1017,2976,896,236,660,3032,917,2115,2185,663,1522,3444,1949,15462,0.583538641854,valid
ca_0000358,47042,34657,501,7922,2149,5773,10626,2739,7887,2817,595,2222,1485,1116,369,9685,2551,7134,1621,1189,11196,0.736724629055,valid
ny_0000223,65913,42940,224,1306,592,714,23125,4680,18445,4722,1717,3005,142,98,44,13108,4891,8217,313,3703,19270,0.651464809673,valid
va_0000130,38195,34565,354,2457,1000,1457,13055,6458,6597,11576,6781,4795,188,85,103,5883,3550,2333,1052,212,3418,0.90496138238,valid
fl_0000248,39012,27926,478,3259,1044,2215,14829,4157,10672,1560,1055,505,149,58,91,6119,1768,4351,1532,1888,9198,0.715831026351,valid
pa_0000118,81010,59396,646,5768,1793,3975,23967,10293,13674,17089,7415,9674,1092,501,591,7943,4377,3566,2891,2459,19155,0.73319343291,valid
ca_0000465,41347,31926,231,10941,2787,8154,13360,5153,8207,2255,869,1386,795,269,526,2874,1433,1441,1470,2472,6949,0.772147918833,valid
ma_0000093,51549,41070,259,2902,1078,1824,19915,10979,8936,9771,5778,3993,152,0,152,6826,4000,2826,1245,1038,9441,0.796717686085,valid
nj_0000145,55175,46404,382,4476,1808,2668,27093,13562,13531,5725,3048,2677,430,350,80,5566,3505,2061,2732,1321,7450,0.841033076575,valid
pr_0000074,46787,30122,194,7148,2128,5020,10395,4695,5700,894,478,416,470,389,81,3185,1782,1403,7836,1179,15486,0.643811315109,valid
tx_0000341,37664,32240,344,5274,3017,2257,13312,5734,7578,1166,689,477,783,558,225,10100,7922,2178,1261,2399,3025,0.855989804588,valid
ca_0000562,56806,41245,367,11771,5189,6582,15574,7857,7717,1400,690,710,2415,784,1631,4334,2044,2290,5384,2565,12996,0.726067668908,valid
il_0000163,42256,34577,303,6137,2804,3333,20495,12372,8123,906,414,492,1047,470,577,2964,1632,1332,2725,1742,5937,0.818274327906,valid
oh_0000119,80653,52607,580,12114,3111,9003,32386,10184,22202,508,235,273,817,258,559,3219,1565,1654,2983,4969,23077,0.652263399998,valid
ga_0000086,47434,29510,204,10747,4023,6724,9357,2603,6754,1587,692,895,554,211,343,4963,2412,2551,2098,4403,13521,0.622127587806,valid
az_0000067,43559,40525,96,7724,3947,3777,25417,11393,14024,266,77,189,1613,726,887,3676,2831,845,1733,1082,1952,0.93034734498,valid
md_0000091,65089,47245,1015,9732,4172,5560,20835,8887,11948,918,291,627,2670,757,1913,5021,2543,2478,7054,2922,14922,0.725852294551,valid
ne_0000032,60375,51723,226,6775,2070,4705,35491,13431,22060,885,321,564,591,244,347,4874,2321,2553,2881,2594,6058,0.856695652174,valid
wa_0000113,44881,37034,329,6053,2556,3497,21965,9689,12276,544,256,288,1065,404,661,3645,2388,1257,3433,1488,6359,0.825159867204,valid
ny_0000176,60293,50438,213,2408,808,1600,31486,14098,17388,9197,4639,4558,59,59,0,5565,2962,2603,1510,2144,7711,0.836548189674,valid
nj_0000128,41157,36865,629,2185,796,1389,26330,9573,16757,4063,1202,2861,0,0,0,3021,1560,1461,637,695,3597,0.895716403042,valid
va_0000109,55445,47049,386,3755,1017,2738,23564,6879,16685,11476,3587,7889,504,196,308,6359,3460,2899,1005,2071,6325,0.848570655605,valid
wv_0000033,72479,46672,795,10097,3573,6524,26073,10355,15718,501,50,451,1281,417,864,3920,1716,2204,4005,2295,23512,0.643938244181,valid
az_0000087,36117,32261,134,4172,2103,2069,20191,5995,14196,352,44,308,2638,854,1784,3059,1328,1731,1715,853,3003,0.893235872304,valid
ca_0000401,31480,24031,477,8311,1594,6717,9627,2206,7421,769,65,704,764,318,446,2784,1522,1262,1299,1139,6310,0.763373570521,valid
wa_0000122,43057,36062,1839,6330,2903,3427,20540,11168,9372,741,362,379,1611,597,1014,3077,1994,1083,1924,1598,5397,0.837540934111,valid
fl_0000284,42361,26241,517,6088,1543,4545,13859,3294,10565,718,299,419,466,198,268,3052,1623,1429,1541,1603,14517,0.619461296948,valid
ky_0000063,42700,28912,508,10383,4018,6365,11460,5610,5850,171,41,130,1082,240,842,2192,1154,1038,3116,3066,10722,0.677096018735,valid
ca_0000349,39069,31446,254,9347,3034,6313,11330,4424,6906,2151,982,1169,1415,331,1084,5014,2235,2779,1935,1187,6436,0.804883667358,valid
tn_0000078,59294,50606,336,8852,2734,6118,30414,12322,18092,2985,1583,1402,790,189,601,5109,2908,2201,2120,834,7854,0.853475899754,valid
wi_0000078,45632,36119,342,7869,2486,5383,17493,5308,12185,900,213,687,848,387,461,6792,2018,4774,1875,1092,8421,0.791527875175,valid
ca_0000525,37588,32349,818,8996,3405,5591,13823,5475,8348,389,158,231,3273,1075,2198,2716,1768,948,2334,970,4269,0.860620410769,valid
ri_0000027,69625,51615,548,4370,1590,2780,25843,7558,18285,11812,3725,8087,370,89,281,6479,2392,4087,2193,2498,15512,0.741328545781,valid
az_0000089,37141,28827,532,6111,1442,4669,11697,4977,6720,945,510,435,2082,758,1324,3722,1922,1800,3738,2159,6155,0.776150345979,valid
nv_0000038,54315,42664,220,5993,2825,3168,23176,8240,14936,509,407,102,2272,1560,712,5240,2924,2316,5254,3525,8126,0.78549203719,valid
pa_0000122,61805,43252,1227,15157,4314,10843,15804,7277,8527,223,21,202,2152,553,1599,4571,2107,2464,4118,1909,16644,0.699813930912,valid
ca_0000526,46161,38551,250,9936,5145,4791,21751,12375,9376,797,394,403,236,96,140,4189,2001,2188,1392,670,6940,0.835142219623,valid
mn_0000100,48025,33663,577,11155,3449,7706,9166,3058,6108,1644,852,792,2949,1064,1885,5306,2394,2912,2866,1607,12755,0.700947423217,valid
mo_0000093,50185,43211,176,13616,4833,8783,19475,9371,10104,3801,1783,2018,495,157,338,4006,1919,2087,1642,2448,4526,0.861034173558,valid
tx_0000322,35463,28008,307,4753,2067,2686,12630,6355,6275,1258,831,427,480,102,378,5314,3336,1978,3266,1102,6353,0.789780898401,valid
ne_0000028,43266,29748,848,6169,2395,3774,10107,2615,7492,2000,593,1407,3428,967,2461,3396,1605,1791,3800,1051,12467,0.687560671197,valid
tn_0000063,66112,45439,1136,11405,5037,6368,15496,5347,10149,1382,609,773,4211,1840,2371,3815,1963,1852,7994,2664,18009,0.687303363988,valid
ne_0000034,53983,44238,608,9612,3646,5966,26144,9965,16179,509,98,411,990,189,801,3852,2089,1763,2523,1914,7831,0.819480206732,valid
ga_0000148,62640,47847,670,15271,5638,9633,19863,8315,11548,3689,2292,1397,984,385,599,4554,2145,2409,2816,3045,11748,0.763840996169,valid
ok_0000049,37962,25338,485,4477,2139,2338,13712,6309,7403,166,74,92,255,69,186,1291,694,597,4952,2026,10598,0.667456930615,valid
ca_0000560,58360,44540,267,12982,7408,5574,14528,9345,5183,1906,955,951,3555,1906,1649,5096,2539,2557,6206,2944,10876,0.763193968472,valid
tx_0000245,32781,18784,290,4632,1805,2827,6240,3752,2488,327,211,116,397,353,44,3012,1318,1694,3886,2115,11882,0.573014856167,valid
co_0000079,46148,38014,347,10629,3935,6694,19728,8041,11687,321,208,113,630,294,336,3775,2170,1605,2584,2257,5877,0.823741007194,valid
in_0000124,61734,38760,1301,15240,3632,11608,9143,2525,6618,1349,504,845,3894,1026,2868,3169,929,2240,4664,1639,21335,0.627854990767,valid
ca_0000322,38412,28445,511,6942,3450,3492,11697,5659,6038,1200,697,503,590,255,335,3095,1893,1202,4410,2388,7579,0.740523794648,valid
oh_0000150,42514,34456,360,4518,1171,3347,22266,7490,14776,886,360,526,136,0,136,4045,2184,1861,2245,1324,6734,0.810462435903,valid
fl_0000289,54984,44367,236,6131,1909,4222,21715,3859,17856,9045,2418,6627,907,270,637,5001,2585,2416,1332,1763,8854,0.80690746399,valid
ny_0000233,67325,45859,507,7766,2805,4961,27110,11911,15199,6405,4743,1662,122,122,0,3004,1074,1930,945,3471,17995,0.681158559228,valid
fl_0000271,47656,37399,317,2839,1155,1684,24350,6435,17915,3041,1647,1394,117,0,117,4677,2230,2447,2058,1802,8455,0.784770018466,valid
tn_0000097,41087,25122,988,7719,3135,4584,5010,2547,2463,1171,484,687,3143,880,2263,2432,1345,1087,4659,1575,14390,0.611434273615,valid
ma_0000086,43140,34674,171,3650,1188,2462,25692,12329,13363,907,475,432,350,277,73,2053,1250,803,1851,2843,5623,0.803755215577,valid
al_0000070,70018,57492,306,15736,8048,7688,27571,12756,14815,3583,2495,1088,954,466,488,6908,3774,3134,2434,3091,9435,0.821103144906,valid
va_0000131,60833,55846,348,2511,1297,1214,20882,11469,9413,25861,16547,9314,106,62,44,5090,3359,1731,1048,1306,3681,0.918021468611,valid
tn_0000080,58466,39497,660,8065,2784,5281,19618,7164,12454,496,186,310,2540,979,1561,3904,1956,1948,4214,2359,16610,0.675555023432,valid
